id,statement,answer,answer_type,choices,difficulty,concepts,skills,patterns,misconceptions,solution,course,theme,chapter,chapter_title,sequence,source_collection,source_file,taxonomy_layer,taxonomy_stage,problem_type,cognitive_tags,estimated_time_seconds,notes,language,curriculum_system,region,display_track,grade_band,content_status
cn_jzs_jr_g7_b1_011,数 -9 在数轴上到原点的距离是多少？,9,multiple_choice,A:9|B:-9|C:10|D:8|E:-7,2,arith_absolute_value;arith_integers,absolute_value;number_line_distance,distance_from_zero;absolute_value_definition,absolute_value_sign_error;distance_negative_error,一个数到原点的距离就是它的绝对值。|-9|=9，所以距离为 9。,CN Junior High Math,有理数,cn-junior-g7-absolute-value,七年级：相反数与绝对值,21010,jianzisheng_cn_junior_grade7_batch1_v0,尖子生高分题库7年级.pdf; block=grade7_b0059; pages=191-193; lesson=16; column=thinking_training,Foundation,Foundation,cn_absolute_value_distance,number_sense;definition_recall,90,Grade 7 junior-high pilot item generated from cleaned OCR coverage signals. Original-equivalent project-native content; no full textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,pilot
cn_jzs_jr_g7_b1_012,数 13 在数轴上到原点的距离是多少？,13,multiple_choice,A:-13|B:14|C:12|D:15|E:13,2,arith_absolute_value;arith_integers,absolute_value;number_line_distance,distance_from_zero;absolute_value_definition,absolute_value_sign_error;distance_negative_error,一个数到原点的距离就是它的绝对值。|13|=13，所以距离为 13。,CN Junior High Math,有理数,cn-junior-g7-absolute-value,七年级：相反数与绝对值,21011,jianzisheng_cn_junior_grade7_batch1_v0,尖子生高分题库7年级.pdf; block=grade7_b0072; pages=219-221; lesson=16; column=thinking_training,Foundation,Foundation,cn_absolute_value_distance,number_sense;definition_recall,90,Grade 7 junior-high pilot item generated from cleaned OCR coverage signals. Original-equivalent project-native content; no full textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,pilot
cn_jzs_jr_g7_b1_013,合并同类项：3x+5x+2，结果是多少？,8x+2,multiple_choice,A:-2x+2|B:8x|C:3x+5x|D:8x+2|E:10x,3,prealg_expressions;prealg_simplification,combine_like_terms;signed_coefficient_fluency,like_terms;expression_simplification,constant_like_term_error;signed_coefficient_error,只有含 x 的项可以合并，常数项保持不变。3x+5x=(3+5)x=8x，所以结果是 8x+2。,CN Junior High Math,整式,cn-junior-g7-polynomials,七年级：整式与同类项,21012,jianzisheng_cn_junior_grade7_batch1_v0,尖子生高分题库7年级.pdf; block=grade7_b0021; pages=75-77; lesson=6; column=thinking_training,Standard,Bridge,cn_like_terms_simplification,symbolic_fluency;signed_number_fluency,110,Grade 7 junior-high pilot item generated from cleaned OCR coverage signals. Original-equivalent project-native content; no full textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,pilot
cn_jzs_jr_g7_b1_014,合并同类项：6x-2x+4，结果是多少？,4x+4,multiple_choice,A:4x|B:6x-2x|C:4x+4|D:8x|E:8x+4,3,prealg_expressions;prealg_simplification,combine_like_terms;signed_coefficient_fluency,like_terms;expression_simplification,constant_like_term_error;signed_coefficient_error,只有含 x 的项可以合并，常数项保持不变。6x-2x=(6-2)x=4x，所以结果是 4x+4。,CN Junior High Math,整式,cn-junior-g7-polynomials,七年级：整式与同类项,21013,jianzisheng_cn_junior_grade7_batch1_v0,尖子生高分题库7年级.pdf; block=grade7_b0036; pages=110-114; lesson=9; column=thinking_training,Standard,Bridge,cn_like_terms_simplification,symbolic_fluency;signed_number_fluency,110,Grade 7 junior-high pilot item generated from cleaned OCR coverage signals. Original-equivalent project-native content; no full textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,pilot
cn_jzs_jr_g7_b1_015,合并同类项：-3x+7x-1，结果是多少？,4x-1,multiple_choice,A:-3x+7x|B:4x-1|C:3x|D:-10x-1|E:4x,3,prealg_expressions;prealg_simplification,combine_like_terms;signed_coefficient_fluency,like_terms;expression_simplification,constant_like_term_error;signed_coefficient_error,只有含 x 的项可以合并，常数项保持不变。-3x+7x=(-3+7)x=4x，所以结果是 4x-1。,CN Junior High Math,整式,cn-junior-g7-polynomials,七年级：整式与同类项,21014,jianzisheng_cn_junior_grade7_batch1_v0,尖子生高分题库7年级.pdf; block=grade7_b0040; pages=123-126; lesson=12; column=thinking_training,Standard,Bridge,cn_like_terms_simplification,symbolic_fluency;signed_number_fluency,110,Grade 7 junior-high pilot item generated from cleaned OCR coverage signals. Original-equivalent project-native content; no full textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,pilot
cn_jzs_jr_g7_b1_016,合并同类项：8x-5x+6，结果是多少？,3x+6,multiple_choice,A:3x+6|B:9x|C:13x+6|D:3x|E:8x-5x,3,prealg_expressions;prealg_simplification,combine_like_terms;signed_coefficient_fluency,like_terms;expression_simplification,constant_like_term_error;signed_coefficient_error,只有含 x 的项可以合并，常数项保持不变。8x-5x=(8-5)x=3x，所以结果是 3x+6。,CN Junior High Math,整式,cn-junior-g7-polynomials,七年级：整式与同类项,21015,jianzisheng_cn_junior_grade7_batch1_v0,尖子生高分题库7年级.pdf; block=grade7_b0044; pages=134-138; lesson=13; column=thinking_training,Standard,Bridge,cn_like_terms_simplification,symbolic_fluency;signed_number_fluency,110,Grade 7 junior-high pilot item generated from cleaned OCR coverage signals. Original-equivalent project-native content; no full textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,pilot
cn_jzs_jr_g7_b1_017,合并同类项：-4x-2x+9，结果是多少？,-6x+9,multiple_choice,A:3x|B:-2x+9|C:-6x|D:-4x-2x|E:-6x+9,3,prealg_expressions;prealg_simplification,combine_like_terms;signed_coefficient_fluency,like_terms;expression_simplification,constant_like_term_error;signed_coefficient_error,只有含 x 的项可以合并，常数项保持不变。-4x-2x=(-4-2)x=-6x，所以结果是 -6x+9。,CN Junior High Math,整式,cn-junior-g7-polynomials,七年级：整式与同类项,21016,jianzisheng_cn_junior_grade7_batch1_v0,尖子生高分题库7年级.pdf; block=grade7_b0069; pages=209-212; lesson=16; column=thinking_training,Standard,Bridge,cn_like_terms_simplification,symbolic_fluency;signed_number_fluency,110,Grade 7 junior-high pilot item generated from cleaned OCR coverage signals. Original-equivalent project-native content; no full textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,pilot
cn_jzs_jr_g7_b1_018,合并同类项：10x-3x-5，结果是多少？,7x-5,multiple_choice,A:13x-5|B:7x|C:10x-3x|D:7x-5|E:2x,3,prealg_expressions;prealg_simplification,combine_like_terms;signed_coefficient_fluency,like_terms;expression_simplification,constant_like_term_error;signed_coefficient_error,只有含 x 的项可以合并，常数项保持不变。10x-3x=(10-3)x=7x，所以结果是 7x-5。,CN Junior High Math,整式,cn-junior-g7-polynomials,七年级：整式与同类项,21017,jianzisheng_cn_junior_grade7_batch1_v0,尖子生高分题库7年级.pdf; block=grade7_b0077; pages=227-229; lesson=22; column=thinking_training,Standard,Bridge,cn_like_terms_simplification,symbolic_fluency;signed_number_fluency,110,Grade 7 junior-high pilot item generated from cleaned OCR coverage signals. Original-equivalent project-native content; no full textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,pilot
cn_jzs_jr_g7_b1_019,解方程：3x+5=20，x 的值是多少？,5,multiple_choice,A:6|B:-5|C:5|D:15|E:7,3,alg_linear_equations;arith_integers,one_variable_linear_equation;inverse_operations,ax_plus_b_equals_c;equation_solving,inverse_operations_error;sign_error,先移项：3x=15，再两边同时除以 3，得到 $x=5$。,CN Junior High Math,一元一次方程,cn-junior-g7-linear-equations,七年级：一元一次方程,21018,jianzisheng_cn_junior_grade7_batch1_v0,尖子生高分题库7年级.pdf; block=grade7_b0103; pages=290-293; lesson=14; column=thinking_training,Standard,Algebra Readiness,cn_g7_linear_equation_solving,inverse_operations;symbolic_fluency,110,Grade 7 junior-high pilot item generated from cleaned OCR coverage signals. Original-equivalent project-native content; no full textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,pilot
cn_jzs_jr_g7_b1_020,解方程：4x-7=17，x 的值是多少？,6,multiple_choice,A:-6|B:6|C:24|D:4|E:7,3,alg_linear_equations;arith_integers,one_variable_linear_equation;inverse_operations,ax_plus_b_equals_c;equation_solving,inverse_operations_error;sign_error,先移项：4x=24，再两边同时除以 4，得到 $x=6$。,CN Junior High Math,一元一次方程,cn-junior-g7-linear-equations,七年级：一元一次方程,21019,jianzisheng_cn_junior_grade7_batch1_v0,尖子生高分题库7年级.pdf; block=grade7_b0110; pages=307-309; lesson=21; column=thinking_training,Standard,Algebra Readiness,cn_g7_linear_equation_solving,inverse_operations;symbolic_fluency,110,Grade 7 junior-high pilot item generated from cleaned OCR coverage signals. Original-equivalent project-native content; no full textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,pilot
cn_jzs_jr_g7_b1_021,解方程：5x+2=32，x 的值是多少？,6,multiple_choice,A:6|B:30|C:7|D:-6|E:11,3,alg_linear_equations;arith_integers,one_variable_linear_equation;inverse_operations,ax_plus_b_equals_c;equation_solving,inverse_operations_error;sign_error,先移项：5x=30，再两边同时除以 5，得到 $x=6$。,CN Junior High Math,一元一次方程,cn-junior-g7-linear-equations,七年级：一元一次方程,21020,jianzisheng_cn_junior_grade7_batch1_v0,尖子生高分题库7年级.pdf; block=grade7_b0104; pages=293-297; lesson=15; column=thinking_training,Standard,Algebra Readiness,cn_g7_linear_equation_solving,inverse_operations;symbolic_fluency,110,Grade 7 junior-high pilot item generated from cleaned OCR coverage signals. Original-equivalent project-native content; no full textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,pilot
cn_jzs_jr_g7_b1_022,解方程：-2x+9=-3，x 的值是多少？,6,multiple_choice,A:-12|B:2|C:7|D:-6|E:6,3,alg_linear_equations;arith_integers,one_variable_linear_equation;inverse_operations,ax_plus_b_equals_c;equation_solving,inverse_operations_error;sign_error,先移项：-2x=-12，再两边同时除以 -2，得到 $x=6$。,CN Junior High Math,一元一次方程,cn-junior-g7-linear-equations,七年级：一元一次方程,21021,jianzisheng_cn_junior_grade7_batch1_v0,尖子生高分题库7年级.pdf; block=grade7_b0057; pages=185-190; lesson=16; column=competition_boost,Standard,Algebra Readiness,cn_g7_linear_equation_solving,inverse_operations;symbolic_fluency,110,Grade 7 junior-high pilot item generated from cleaned OCR coverage signals. Original-equivalent project-native content; no full textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,pilot
cn_jzs_jr_g7_b1_023,解方程：6x-4=38，x 的值是多少？,7,multiple_choice,A:6|B:8|C:-7|D:7|E:42,3,alg_linear_equations;arith_integers,one_variable_linear_equation;inverse_operations,ax_plus_b_equals_c;equation_solving,inverse_operations_error;sign_error,先移项：6x=42，再两边同时除以 6，得到 $x=7$。,CN Junior High Math,一元一次方程,cn-junior-g7-linear-equations,七年级：一元一次方程,21022,jianzisheng_cn_junior_grade7_batch1_v0,尖子生高分题库7年级.pdf; block=grade7_b0092; pages=275-276; lesson=1; column=thinking_training,Standard,Algebra Readiness,cn_g7_linear_equation_solving,inverse_operations;symbolic_fluency,110,Grade 7 junior-high pilot item generated from cleaned OCR coverage signals. Original-equivalent project-native content; no full textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,pilot
cn_jzs_jr_g7_b1_024,解方程：7x+1=50，x 的值是多少？,7,multiple_choice,A:-7|B:12|C:7|D:49|E:8,3,alg_linear_equations;arith_integers,one_variable_linear_equation;inverse_operations,ax_plus_b_equals_c;equation_solving,inverse_operations_error;sign_error,先移项：7x=49，再两边同时除以 7，得到 $x=7$。,CN Junior High Math,一元一次方程,cn-junior-g7-linear-equations,七年级：一元一次方程,21023,jianzisheng_cn_junior_grade7_batch1_v0,尖子生高分题库7年级.pdf; block=grade7_b0098; pages=282-283; lesson=7; column=thinking_training,Standard,Algebra Readiness,cn_g7_linear_equation_solving,inverse_operations;symbolic_fluency,110,Grade 7 junior-high pilot item generated from cleaned OCR coverage signals. Original-equivalent project-native content; no full textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,pilot
cn_jzs_jr_g7_b1_025,解不等式：2x+3>11，正确结果是哪一项？,x>4,multiple_choice,A:x=4|B:x>4|C:x<4|D:x>3|E:x<3,3,alg_linear_inequalities;alg_linear_equations;arith_integers,linear_inequality_solving;inverse_operations,one_step_inequality;positive_coefficient_inequality,inequality_direction_error;inverse_operations_error,先移项：2x>8，再两边同时除以正数 2，不等号方向不变，所以 x>4。,CN Junior High Math,不等式,cn-junior-g7-linear-inequalities,七年级：一元一次不等式,21024,jianzisheng_cn_junior_grade7_batch1_v0,尖子生高分题库7年级.pdf; block=grade7_b0045; pages=138-144; lesson=13; column=competition_boost,Standard,Algebra Readiness,cn_g7_linear_inequality_solving,inverse_operations;relation_reasoning,110,Grade 7 junior-high pilot item generated from cleaned OCR coverage signals. Original-equivalent project-native content; no full textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,pilot
cn_jzs_jr_g7_b1_026,解不等式：3x-5>7，正确结果是哪一项？,x>4,multiple_choice,A:x>4|B:x<4|C:x>3|D:x<3|E:x=4,3,alg_linear_inequalities;alg_linear_equations;arith_integers,linear_inequality_solving;inverse_operations,one_step_inequality;positive_coefficient_inequality,inequality_direction_error;inverse_operations_error,先移项：3x>12，再两边同时除以正数 3，不等号方向不变，所以 x>4。,CN Junior High Math,不等式,cn-junior-g7-linear-inequalities,七年级：一元一次不等式,21025,jianzisheng_cn_junior_grade7_batch1_v0,尖子生高分题库7年级.pdf; block=grade7_b0102; pages=289-290; lesson=13; column=thinking_training,Standard,Algebra Readiness,cn_g7_linear_inequality_solving,inverse_operations;relation_reasoning,110,Grade 7 junior-high pilot item generated from cleaned OCR coverage signals. Original-equivalent project-native content; no full textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,pilot
cn_jzs_jr_g7_b1_027,解不等式：4x+1>17，正确结果是哪一项？,x>4,multiple_choice,A:x<4|B:x>3|C:x<3|D:x=4|E:x>4,3,alg_linear_inequalities;alg_linear_equations;arith_integers,linear_inequality_solving;inverse_operations,one_step_inequality;positive_coefficient_inequality,inequality_direction_error;inverse_operations_error,先移项：4x>16，再两边同时除以正数 4，不等号方向不变，所以 x>4。,CN Junior High Math,不等式,cn-junior-g7-linear-inequalities,七年级：一元一次不等式,21026,jianzisheng_cn_junior_grade7_batch1_v0,尖子生高分题库7年级.pdf; block=grade7_b0063; pages=200-200; lesson=16; column=thinking_training,Standard,Algebra Readiness,cn_g7_linear_inequality_solving,inverse_operations;relation_reasoning,110,Grade 7 junior-high pilot item generated from cleaned OCR coverage signals. Original-equivalent project-native content; no full textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,pilot
cn_jzs_jr_g7_b1_028,解不等式：5x-2>18，正确结果是哪一项？,x>4,multiple_choice,A:x>3|B:x<3|C:x=4|D:x>4|E:x<4,3,alg_linear_inequalities;alg_linear_equations;arith_integers,linear_inequality_solving;inverse_operations,one_step_inequality;positive_coefficient_inequality,inequality_direction_error;inverse_operations_error,先移项：5x>20，再两边同时除以正数 5，不等号方向不变，所以 x>4。,CN Junior High Math,不等式,cn-junior-g7-linear-inequalities,七年级：一元一次不等式,21027,jianzisheng_cn_junior_grade7_batch1_v0,尖子生高分题库7年级.pdf; block=grade7_b0070; pages=212-217; lesson=16; column=competition_boost,Standard,Algebra Readiness,cn_g7_linear_inequality_solving,inverse_operations;relation_reasoning,110,Grade 7 junior-high pilot item generated from cleaned OCR coverage signals. Original-equivalent project-native content; no full textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,pilot
cn_jzs_jr_g7_b1_029,解不等式：2x-7>1，正确结果是哪一项？,x>4,multiple_choice,A:x<3|B:x=4|C:x>4|D:x<4|E:x>3,3,alg_linear_inequalities;alg_linear_equations;arith_integers,linear_inequality_solving;inverse_operations,one_step_inequality;positive_coefficient_inequality,inequality_direction_error;inverse_operations_error,先移项：2x>8，再两边同时除以正数 2，不等号方向不变，所以 x>4。,CN Junior High Math,不等式,cn-junior-g7-linear-inequalities,七年级：一元一次不等式,21028,jianzisheng_cn_junior_grade7_batch1_v0,尖子生高分题库7年级.pdf; block=grade7_b0064; pages=200-202; lesson=16; column=worked_example,Standard,Algebra Readiness,cn_g7_linear_inequality_solving,inverse_operations;relation_reasoning,110,Grade 7 junior-high pilot item generated from cleaned OCR coverage signals. Original-equivalent project-native content; no full textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,pilot
cn_jzs_jr_g7_b1_030,解不等式：6x+4>28，正确结果是哪一项？,x>4,multiple_choice,A:x=4|B:x>4|C:x<4|D:x>3|E:x<3,3,alg_linear_inequalities;alg_linear_equations;arith_integers,linear_inequality_solving;inverse_operations,one_step_inequality;positive_coefficient_inequality,inequality_direction_error;inverse_operations_error,先移项：6x>24，再两边同时除以正数 6，不等号方向不变，所以 x>4。,CN Junior High Math,不等式,cn-junior-g7-linear-inequalities,七年级：一元一次不等式,21029,jianzisheng_cn_junior_grade7_batch1_v0,尖子生高分题库7年级.pdf; block=grade7_b0095; pages=279-280; lesson=4; column=thinking_training,Standard,Algebra Readiness,cn_g7_linear_inequality_solving,inverse_operations;relation_reasoning,110,Grade 7 junior-high pilot item generated from cleaned OCR coverage signals. Original-equivalent project-native content; no full textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,pilot
cn_jzs_jr_g7_b1_031,两条直线相交形成一组邻补角，其中一个角为 42°，与它相邻的补角是多少度？,138,multiple_choice,A:138|B:42|C:48|D:148|E:128,2,geo_angles,supplementary_angles;angle_subtraction,linear_pair;basic_angle_relationship,vertical_vs_supplementary_error;angle_sum_error,邻补角的和为 180°，所以补角为 180°-42°=138°。,CN Junior High Math,基础几何,cn-junior-g7-basic-geometry,七年级：基础几何与角,21030,jianzisheng_cn_junior_grade7_batch1_v0,尖子生高分题库7年级.pdf; block=grade7_b0082; pages=238-240; lesson=22; column=thinking_training,Foundation,Bridge,cn_basic_geometry_supplementary_angle,geometric_reasoning;relation_selection,90,Grade 7 junior-high pilot item generated from cleaned OCR coverage signals. Original-equivalent project-native content; no full textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,pilot
