problem_id,hint_1,hint_2,step_by_step,common_mistake,why_correct,variant_idea
college_alg_fn_011,Replace x with the input value.,Evaluate the multiplication before adding the constant.,Substitute x = 3: f(3) = 4(3) + 7 = 12 + 7 = 19.,Adding the input to the coefficient instead of multiplying first.,The correct answer is 19 because Substitute x = 3: f(3) = 4(3) + 7 = 12 + 7 = 19.,Use a quadratic rule and evaluate at a negative input.
college_alg_fn_012,Replace x with the input value.,Evaluate the multiplication before adding the constant.,Substitute x = 4: f(4) = 5(4) + 8 = 20 + 8 = 28.,Adding the input to the coefficient instead of multiplying first.,The correct answer is 28 because Substitute x = 4: f(4) = 5(4) + 8 = 20 + 8 = 28.,Use a quadratic rule and evaluate at a negative input.
college_alg_fn_013,Replace x with the input value.,Evaluate the multiplication before adding the constant.,Substitute x = 5: f(5) = 2(5) + 3 = 10 + 3 = 13.,Adding the input to the coefficient instead of multiplying first.,The correct answer is 13 because Substitute x = 5: f(5) = 2(5) + 3 = 10 + 3 = 13.,Use a quadratic rule and evaluate at a negative input.
college_alg_fn_014,Replace x with the input value.,Evaluate the multiplication before adding the constant.,Substitute x = 6: f(6) = 3(6) + 4 = 18 + 4 = 22.,Adding the input to the coefficient instead of multiplying first.,The correct answer is 22 because Substitute x = 6: f(6) = 3(6) + 4 = 18 + 4 = 22.,Use a quadratic rule and evaluate at a negative input.
college_alg_fn_015,Replace x with the input value.,Evaluate the multiplication before adding the constant.,Substitute x = 7: f(7) = 4(7) + 5 = 28 + 5 = 33.,Adding the input to the coefficient instead of multiplying first.,The correct answer is 33 because Substitute x = 7: f(7) = 4(7) + 5 = 28 + 5 = 33.,Use a quadratic rule and evaluate at a negative input.
college_alg_fn_016,Replace x with the input value.,Evaluate the multiplication before adding the constant.,Substitute x = 8: f(8) = 5(8) + 6 = 40 + 6 = 46.,Adding the input to the coefficient instead of multiplying first.,The correct answer is 46 because Substitute x = 8: f(8) = 5(8) + 6 = 40 + 6 = 46.,Use a quadratic rule and evaluate at a negative input.
college_alg_fn_017,Replace x with the input value.,Evaluate the multiplication before adding the constant.,Substitute x = 1: f(1) = 2(1) + 7 = 2 + 7 = 9.,Adding the input to the coefficient instead of multiplying first.,The correct answer is 9 because Substitute x = 1: f(1) = 2(1) + 7 = 2 + 7 = 9.,Use a quadratic rule and evaluate at a negative input.
college_alg_fn_018,Replace x with the input value.,Evaluate the multiplication before adding the constant.,Substitute x = 2: f(2) = 3(2) + 8 = 6 + 8 = 14.,Adding the input to the coefficient instead of multiplying first.,The correct answer is 14 because Substitute x = 2: f(2) = 3(2) + 8 = 6 + 8 = 14.,Use a quadratic rule and evaluate at a negative input.
college_alg_fn_019,Replace x with the input value.,Evaluate the multiplication before adding the constant.,Substitute x = 3: f(3) = 4(3) + 3 = 12 + 3 = 15.,Adding the input to the coefficient instead of multiplying first.,The correct answer is 15 because Substitute x = 3: f(3) = 4(3) + 3 = 12 + 3 = 15.,Use a quadratic rule and evaluate at a negative input.
college_alg_fn_020,Replace x with the input value.,Evaluate the multiplication before adding the constant.,Substitute x = 4: f(4) = 5(4) + 4 = 20 + 4 = 24.,Adding the input to the coefficient instead of multiplying first.,The correct answer is 24 because Substitute x = 4: f(4) = 5(4) + 4 = 20 + 4 = 24.,Use a quadratic rule and evaluate at a negative input.
college_alg_line_001,Start from y = mx + b.,Use the given point to solve for b.,"Use y = mx + b. Substitute (1, 3): 3 = 2(1) + b, so b = 1. The line is y = 2x+1.",Using the point's y-coordinate as the intercept without checking.,"The correct answer is 2x+1 because Use y = mx + b. Substitute (1, 3): 3 = 2(1) + b, so b = 1. The line is y = 2x+1.",Give two points instead of the slope.
college_alg_line_002,Start from y = mx + b.,Use the given point to solve for b.,"Use y = mx + b. Substitute (2, 4): 4 = 3(2) + b, so b = -2. The line is y = 3x-2.",Using the point's y-coordinate as the intercept without checking.,"The correct answer is 3x-2 because Use y = mx + b. Substitute (2, 4): 4 = 3(2) + b, so b = -2. The line is y = 3x-2.",Give two points instead of the slope.
college_alg_line_003,Start from y = mx + b.,Use the given point to solve for b.,"Use y = mx + b. Substitute (3, 5): 5 = 4(3) + b, so b = -7. The line is y = 4x-7.",Using the point's y-coordinate as the intercept without checking.,"The correct answer is 4x-7 because Use y = mx + b. Substitute (3, 5): 5 = 4(3) + b, so b = -7. The line is y = 4x-7.",Give two points instead of the slope.
college_alg_line_004,Start from y = mx + b.,Use the given point to solve for b.,"Use y = mx + b. Substitute (4, 6): 6 = 5(4) + b, so b = -14. The line is y = 5x-14.",Using the point's y-coordinate as the intercept without checking.,"The correct answer is 5x-14 because Use y = mx + b. Substitute (4, 6): 6 = 5(4) + b, so b = -14. The line is y = 5x-14.",Give two points instead of the slope.
college_alg_line_005,Start from y = mx + b.,Use the given point to solve for b.,"Use y = mx + b. Substitute (1, 7): 7 = 6(1) + b, so b = 1. The line is y = 6x+1.",Using the point's y-coordinate as the intercept without checking.,"The correct answer is 6x+1 because Use y = mx + b. Substitute (1, 7): 7 = 6(1) + b, so b = 1. The line is y = 6x+1.",Give two points instead of the slope.
college_alg_line_006,Start from y = mx + b.,Use the given point to solve for b.,"Use y = mx + b. Substitute (2, 8): 8 = 2(2) + b, so b = 4. The line is y = 2x+4.",Using the point's y-coordinate as the intercept without checking.,"The correct answer is 2x+4 because Use y = mx + b. Substitute (2, 8): 8 = 2(2) + b, so b = 4. The line is y = 2x+4.",Give two points instead of the slope.
college_alg_line_007,Start from y = mx + b.,Use the given point to solve for b.,"Use y = mx + b. Substitute (3, 3): 3 = 3(3) + b, so b = -6. The line is y = 3x-6.",Using the point's y-coordinate as the intercept without checking.,"The correct answer is 3x-6 because Use y = mx + b. Substitute (3, 3): 3 = 3(3) + b, so b = -6. The line is y = 3x-6.",Give two points instead of the slope.
college_alg_line_008,Start from y = mx + b.,Use the given point to solve for b.,"Use y = mx + b. Substitute (4, 4): 4 = 4(4) + b, so b = -12. The line is y = 4x-12.",Using the point's y-coordinate as the intercept without checking.,"The correct answer is 4x-12 because Use y = mx + b. Substitute (4, 4): 4 = 4(4) + b, so b = -12. The line is y = 4x-12.",Give two points instead of the slope.
college_alg_line_009,Start from y = mx + b.,Use the given point to solve for b.,"Use y = mx + b. Substitute (1, 5): 5 = 5(1) + b, so b = 0. The line is y = 5x.",Using the point's y-coordinate as the intercept without checking.,"The correct answer is 5x because Use y = mx + b. Substitute (1, 5): 5 = 5(1) + b, so b = 0. The line is y = 5x.",Give two points instead of the slope.
college_alg_line_010,Start from y = mx + b.,Use the given point to solve for b.,"Use y = mx + b. Substitute (2, 6): 6 = 6(2) + b, so b = -6. The line is y = 6x-6.",Using the point's y-coordinate as the intercept without checking.,"The correct answer is 6x-6 because Use y = mx + b. Substitute (2, 6): 6 = 6(2) + b, so b = -6. The line is y = 6x-6.",Give two points instead of the slope.
college_alg_line_011,Start from y = mx + b.,Use the given point to solve for b.,"Use y = mx + b. Substitute (3, 7): 7 = 2(3) + b, so b = 1. The line is y = 2x+1.",Using the point's y-coordinate as the intercept without checking.,"The correct answer is 2x+1 because Use y = mx + b. Substitute (3, 7): 7 = 2(3) + b, so b = 1. The line is y = 2x+1.",Give two points instead of the slope.
college_alg_line_012,Start from y = mx + b.,Use the given point to solve for b.,"Use y = mx + b. Substitute (4, 8): 8 = 3(4) + b, so b = -4. The line is y = 3x-4.",Using the point's y-coordinate as the intercept without checking.,"The correct answer is 3x-4 because Use y = mx + b. Substitute (4, 8): 8 = 3(4) + b, so b = -4. The line is y = 3x-4.",Give two points instead of the slope.
college_alg_line_013,Start from y = mx + b.,Use the given point to solve for b.,"Use y = mx + b. Substitute (1, 3): 3 = 4(1) + b, so b = -1. The line is y = 4x-1.",Using the point's y-coordinate as the intercept without checking.,"The correct answer is 4x-1 because Use y = mx + b. Substitute (1, 3): 3 = 4(1) + b, so b = -1. The line is y = 4x-1.",Give two points instead of the slope.
college_alg_line_014,Start from y = mx + b.,Use the given point to solve for b.,"Use y = mx + b. Substitute (2, 4): 4 = 5(2) + b, so b = -6. The line is y = 5x-6.",Using the point's y-coordinate as the intercept without checking.,"The correct answer is 5x-6 because Use y = mx + b. Substitute (2, 4): 4 = 5(2) + b, so b = -6. The line is y = 5x-6.",Give two points instead of the slope.
college_alg_line_015,Start from y = mx + b.,Use the given point to solve for b.,"Use y = mx + b. Substitute (3, 5): 5 = 6(3) + b, so b = -13. The line is y = 6x-13.",Using the point's y-coordinate as the intercept without checking.,"The correct answer is 6x-13 because Use y = mx + b. Substitute (3, 5): 5 = 6(3) + b, so b = -13. The line is y = 6x-13.",Give two points instead of the slope.
college_alg_line_016,Start from y = mx + b.,Use the given point to solve for b.,"Use y = mx + b. Substitute (4, 6): 6 = 2(4) + b, so b = -2. The line is y = 2x-2.",Using the point's y-coordinate as the intercept without checking.,"The correct answer is 2x-2 because Use y = mx + b. Substitute (4, 6): 6 = 2(4) + b, so b = -2. The line is y = 2x-2.",Give two points instead of the slope.
college_alg_line_017,Start from y = mx + b.,Use the given point to solve for b.,"Use y = mx + b. Substitute (1, 7): 7 = 3(1) + b, so b = 4. The line is y = 3x+4.",Using the point's y-coordinate as the intercept without checking.,"The correct answer is 3x+4 because Use y = mx + b. Substitute (1, 7): 7 = 3(1) + b, so b = 4. The line is y = 3x+4.",Give two points instead of the slope.
college_alg_line_018,Start from y = mx + b.,Use the given point to solve for b.,"Use y = mx + b. Substitute (2, 8): 8 = 4(2) + b, so b = 0. The line is y = 4x.",Using the point's y-coordinate as the intercept without checking.,"The correct answer is 4x because Use y = mx + b. Substitute (2, 8): 8 = 4(2) + b, so b = 0. The line is y = 4x.",Give two points instead of the slope.
college_alg_line_019,Start from y = mx + b.,Use the given point to solve for b.,"Use y = mx + b. Substitute (3, 3): 3 = 5(3) + b, so b = -12. The line is y = 5x-12.",Using the point's y-coordinate as the intercept without checking.,"The correct answer is 5x-12 because Use y = mx + b. Substitute (3, 3): 3 = 5(3) + b, so b = -12. The line is y = 5x-12.",Give two points instead of the slope.
college_alg_line_020,Start from y = mx + b.,Use the given point to solve for b.,"Use y = mx + b. Substitute (4, 4): 4 = 6(4) + b, so b = -20. The line is y = 6x-20.",Using the point's y-coordinate as the intercept without checking.,"The correct answer is 6x-20 because Use y = mx + b. Substitute (4, 4): 4 = 6(4) + b, so b = -20. The line is y = 6x-20.",Give two points instead of the slope.
college_alg_quad_001,Look for two numbers that multiply to the constant term.,Those numbers should add to the coefficient of x.,Factor the quadratic as (x - 1)(x - 3) = 0. Therefore x = 1 or x = 3.,Forgetting that the signs in the factors determine the roots.,"The correct answer is 1,3 because Factor the quadratic as (x - 1)(x - 3) = 0. Therefore x = 1 or x = 3.",Use a leading coefficient other than 1.
college_alg_quad_002,Look for two numbers that multiply to the constant term.,Those numbers should add to the coefficient of x.,Factor the quadratic as (x - 2)(x - 5) = 0. Therefore x = 2 or x = 5.,Forgetting that the signs in the factors determine the roots.,"The correct answer is 2,5 because Factor the quadratic as (x - 2)(x - 5) = 0. Therefore x = 2 or x = 5.",Use a leading coefficient other than 1.
college_alg_quad_003,Look for two numbers that multiply to the constant term.,Those numbers should add to the coefficient of x.,Factor the quadratic as (x - 3)(x - 7) = 0. Therefore x = 3 or x = 7.,Forgetting that the signs in the factors determine the roots.,"The correct answer is 3,7 because Factor the quadratic as (x - 3)(x - 7) = 0. Therefore x = 3 or x = 7.",Use a leading coefficient other than 1.
college_alg_quad_004,Look for two numbers that multiply to the constant term.,Those numbers should add to the coefficient of x.,Factor the quadratic as (x - 4)(x - 9) = 0. Therefore x = 4 or x = 9.,Forgetting that the signs in the factors determine the roots.,"The correct answer is 4,9 because Factor the quadratic as (x - 4)(x - 9) = 0. Therefore x = 4 or x = 9.",Use a leading coefficient other than 1.
college_alg_quad_005,Look for two numbers that multiply to the constant term.,Those numbers should add to the coefficient of x.,Factor the quadratic as (x - 5)(x - 7) = 0. Therefore x = 5 or x = 7.,Forgetting that the signs in the factors determine the roots.,"The correct answer is 5,7 because Factor the quadratic as (x - 5)(x - 7) = 0. Therefore x = 5 or x = 7.",Use a leading coefficient other than 1.
college_alg_quad_006,Look for two numbers that multiply to the constant term.,Those numbers should add to the coefficient of x.,Factor the quadratic as (x - 6)(x - 9) = 0. Therefore x = 6 or x = 9.,Forgetting that the signs in the factors determine the roots.,"The correct answer is 6,9 because Factor the quadratic as (x - 6)(x - 9) = 0. Therefore x = 6 or x = 9.",Use a leading coefficient other than 1.
college_alg_quad_007,Look for two numbers that multiply to the constant term.,Those numbers should add to the coefficient of x.,Factor the quadratic as (x - 1)(x - 5) = 0. Therefore x = 1 or x = 5.,Forgetting that the signs in the factors determine the roots.,"The correct answer is 1,5 because Factor the quadratic as (x - 1)(x - 5) = 0. Therefore x = 1 or x = 5.",Use a leading coefficient other than 1.
college_alg_quad_008,Look for two numbers that multiply to the constant term.,Those numbers should add to the coefficient of x.,Factor the quadratic as (x - 2)(x - 7) = 0. Therefore x = 2 or x = 7.,Forgetting that the signs in the factors determine the roots.,"The correct answer is 2,7 because Factor the quadratic as (x - 2)(x - 7) = 0. Therefore x = 2 or x = 7.",Use a leading coefficient other than 1.
college_alg_quad_009,Look for two numbers that multiply to the constant term.,Those numbers should add to the coefficient of x.,Factor the quadratic as (x - 3)(x - 5) = 0. Therefore x = 3 or x = 5.,Forgetting that the signs in the factors determine the roots.,"The correct answer is 3,5 because Factor the quadratic as (x - 3)(x - 5) = 0. Therefore x = 3 or x = 5.",Use a leading coefficient other than 1.
college_alg_quad_010,Look for two numbers that multiply to the constant term.,Those numbers should add to the coefficient of x.,Factor the quadratic as (x - 4)(x - 7) = 0. Therefore x = 4 or x = 7.,Forgetting that the signs in the factors determine the roots.,"The correct answer is 4,7 because Factor the quadratic as (x - 4)(x - 7) = 0. Therefore x = 4 or x = 7.",Use a leading coefficient other than 1.
college_alg_quad_011,Look for two numbers that multiply to the constant term.,Those numbers should add to the coefficient of x.,Factor the quadratic as (x - 5)(x - 9) = 0. Therefore x = 5 or x = 9.,Forgetting that the signs in the factors determine the roots.,"The correct answer is 5,9 because Factor the quadratic as (x - 5)(x - 9) = 0. Therefore x = 5 or x = 9.",Use a leading coefficient other than 1.
college_alg_quad_012,Look for two numbers that multiply to the constant term.,Those numbers should add to the coefficient of x.,Factor the quadratic as (x - 6)(x - 11) = 0. Therefore x = 6 or x = 11.,Forgetting that the signs in the factors determine the roots.,"The correct answer is 6,11 because Factor the quadratic as (x - 6)(x - 11) = 0. Therefore x = 6 or x = 11.",Use a leading coefficient other than 1.
college_alg_quad_013,Look for two numbers that multiply to the constant term.,Those numbers should add to the coefficient of x.,Factor the quadratic as (x - 1)(x - 3) = 0. Therefore x = 1 or x = 3.,Forgetting that the signs in the factors determine the roots.,"The correct answer is 1,3 because Factor the quadratic as (x - 1)(x - 3) = 0. Therefore x = 1 or x = 3.",Use a leading coefficient other than 1.
college_alg_quad_014,Look for two numbers that multiply to the constant term.,Those numbers should add to the coefficient of x.,Factor the quadratic as (x - 2)(x - 5) = 0. Therefore x = 2 or x = 5.,Forgetting that the signs in the factors determine the roots.,"The correct answer is 2,5 because Factor the quadratic as (x - 2)(x - 5) = 0. Therefore x = 2 or x = 5.",Use a leading coefficient other than 1.
college_alg_quad_015,Look for two numbers that multiply to the constant term.,Those numbers should add to the coefficient of x.,Factor the quadratic as (x - 3)(x - 7) = 0. Therefore x = 3 or x = 7.,Forgetting that the signs in the factors determine the roots.,"The correct answer is 3,7 because Factor the quadratic as (x - 3)(x - 7) = 0. Therefore x = 3 or x = 7.",Use a leading coefficient other than 1.
college_alg_quad_016,Look for two numbers that multiply to the constant term.,Those numbers should add to the coefficient of x.,Factor the quadratic as (x - 4)(x - 9) = 0. Therefore x = 4 or x = 9.,Forgetting that the signs in the factors determine the roots.,"The correct answer is 4,9 because Factor the quadratic as (x - 4)(x - 9) = 0. Therefore x = 4 or x = 9.",Use a leading coefficient other than 1.
college_alg_quad_017,Look for two numbers that multiply to the constant term.,Those numbers should add to the coefficient of x.,Factor the quadratic as (x - 5)(x - 7) = 0. Therefore x = 5 or x = 7.,Forgetting that the signs in the factors determine the roots.,"The correct answer is 5,7 because Factor the quadratic as (x - 5)(x - 7) = 0. Therefore x = 5 or x = 7.",Use a leading coefficient other than 1.
college_alg_quad_018,Look for two numbers that multiply to the constant term.,Those numbers should add to the coefficient of x.,Factor the quadratic as (x - 6)(x - 9) = 0. Therefore x = 6 or x = 9.,Forgetting that the signs in the factors determine the roots.,"The correct answer is 6,9 because Factor the quadratic as (x - 6)(x - 9) = 0. Therefore x = 6 or x = 9.",Use a leading coefficient other than 1.
college_alg_quad_019,Look for two numbers that multiply to the constant term.,Those numbers should add to the coefficient of x.,Factor the quadratic as (x - 1)(x - 5) = 0. Therefore x = 1 or x = 5.,Forgetting that the signs in the factors determine the roots.,"The correct answer is 1,5 because Factor the quadratic as (x - 1)(x - 5) = 0. Therefore x = 1 or x = 5.",Use a leading coefficient other than 1.
college_alg_quad_020,Look for two numbers that multiply to the constant term.,Those numbers should add to the coefficient of x.,Factor the quadratic as (x - 2)(x - 7) = 0. Therefore x = 2 or x = 7.,Forgetting that the signs in the factors determine the roots.,"The correct answer is 2,7 because Factor the quadratic as (x - 2)(x - 7) = 0. Therefore x = 2 or x = 7.",Use a leading coefficient other than 1.
college_alg_poly_001,A zero makes the function value equal to 0.,Substitute the proposed x-value into the polynomial.,"Evaluate f(1) = 1^2 - 3(1) - 10 = -12. Since this is not 0, x = 1 is not a zero.",Treating the x-value itself as the function value.,"The correct answer is no because Evaluate f(1) = 1^2 - 3(1) - 10 = -12. Since this is not 0, x = 1 is not a zero.",Ask for all integer zeros from a short candidate list.
college_alg_poly_002,A zero makes the function value equal to 0.,Substitute the proposed x-value into the polynomial.,"Evaluate f(2) = 2^2 - 3(2) - 10 = -12. Since this is not 0, x = 2 is not a zero.",Treating the x-value itself as the function value.,"The correct answer is no because Evaluate f(2) = 2^2 - 3(2) - 10 = -12. Since this is not 0, x = 2 is not a zero.",Ask for all integer zeros from a short candidate list.
college_alg_poly_003,A zero makes the function value equal to 0.,Substitute the proposed x-value into the polynomial.,"Evaluate f(3) = 3^2 - 3(3) - 10 = -10. Since this is not 0, x = 3 is not a zero.",Treating the x-value itself as the function value.,"The correct answer is no because Evaluate f(3) = 3^2 - 3(3) - 10 = -10. Since this is not 0, x = 3 is not a zero.",Ask for all integer zeros from a short candidate list.
college_alg_poly_004,A zero makes the function value equal to 0.,Substitute the proposed x-value into the polynomial.,"Evaluate f(4) = 4^2 - 3(4) - 10 = -6. Since this is not 0, x = 4 is not a zero.",Treating the x-value itself as the function value.,"The correct answer is no because Evaluate f(4) = 4^2 - 3(4) - 10 = -6. Since this is not 0, x = 4 is not a zero.",Ask for all integer zeros from a short candidate list.
college_alg_poly_005,A zero makes the function value equal to 0.,Substitute the proposed x-value into the polynomial.,"Evaluate f(5) = 5^2 - 3(5) - 10 = 0. Since this is 0, x = 5 is a zero.",Treating the x-value itself as the function value.,"The correct answer is yes because Evaluate f(5) = 5^2 - 3(5) - 10 = 0. Since this is 0, x = 5 is a zero.",Ask for all integer zeros from a short candidate list.
college_alg_poly_006,A zero makes the function value equal to 0.,Substitute the proposed x-value into the polynomial.,"Evaluate f(6) = 6^2 - 3(6) - 10 = 8. Since this is not 0, x = 6 is not a zero.",Treating the x-value itself as the function value.,"The correct answer is no because Evaluate f(6) = 6^2 - 3(6) - 10 = 8. Since this is not 0, x = 6 is not a zero.",Ask for all integer zeros from a short candidate list.
college_alg_poly_007,A zero makes the function value equal to 0.,Substitute the proposed x-value into the polynomial.,"Evaluate f(7) = 7^2 - 3(7) - 10 = 18. Since this is not 0, x = 7 is not a zero.",Treating the x-value itself as the function value.,"The correct answer is no because Evaluate f(7) = 7^2 - 3(7) - 10 = 18. Since this is not 0, x = 7 is not a zero.",Ask for all integer zeros from a short candidate list.
college_alg_poly_008,A zero makes the function value equal to 0.,Substitute the proposed x-value into the polynomial.,"Evaluate f(1) = 1^2 - 3(1) - 10 = -12. Since this is not 0, x = 1 is not a zero.",Treating the x-value itself as the function value.,"The correct answer is no because Evaluate f(1) = 1^2 - 3(1) - 10 = -12. Since this is not 0, x = 1 is not a zero.",Ask for all integer zeros from a short candidate list.
college_alg_poly_009,A zero makes the function value equal to 0.,Substitute the proposed x-value into the polynomial.,"Evaluate f(2) = 2^2 - 3(2) - 10 = -12. Since this is not 0, x = 2 is not a zero.",Treating the x-value itself as the function value.,"The correct answer is no because Evaluate f(2) = 2^2 - 3(2) - 10 = -12. Since this is not 0, x = 2 is not a zero.",Ask for all integer zeros from a short candidate list.
college_alg_poly_010,A zero makes the function value equal to 0.,Substitute the proposed x-value into the polynomial.,"Evaluate f(3) = 3^2 - 3(3) - 10 = -10. Since this is not 0, x = 3 is not a zero.",Treating the x-value itself as the function value.,"The correct answer is no because Evaluate f(3) = 3^2 - 3(3) - 10 = -10. Since this is not 0, x = 3 is not a zero.",Ask for all integer zeros from a short candidate list.
college_alg_poly_011,A zero makes the function value equal to 0.,Substitute the proposed x-value into the polynomial.,"Evaluate f(4) = 4^2 - 3(4) - 10 = -6. Since this is not 0, x = 4 is not a zero.",Treating the x-value itself as the function value.,"The correct answer is no because Evaluate f(4) = 4^2 - 3(4) - 10 = -6. Since this is not 0, x = 4 is not a zero.",Ask for all integer zeros from a short candidate list.
college_alg_poly_012,A zero makes the function value equal to 0.,Substitute the proposed x-value into the polynomial.,"Evaluate f(5) = 5^2 - 3(5) - 10 = 0. Since this is 0, x = 5 is a zero.",Treating the x-value itself as the function value.,"The correct answer is yes because Evaluate f(5) = 5^2 - 3(5) - 10 = 0. Since this is 0, x = 5 is a zero.",Ask for all integer zeros from a short candidate list.
college_alg_poly_013,A zero makes the function value equal to 0.,Substitute the proposed x-value into the polynomial.,"Evaluate f(6) = 6^2 - 3(6) - 10 = 8. Since this is not 0, x = 6 is not a zero.",Treating the x-value itself as the function value.,"The correct answer is no because Evaluate f(6) = 6^2 - 3(6) - 10 = 8. Since this is not 0, x = 6 is not a zero.",Ask for all integer zeros from a short candidate list.
college_alg_poly_014,A zero makes the function value equal to 0.,Substitute the proposed x-value into the polynomial.,"Evaluate f(7) = 7^2 - 3(7) - 10 = 18. Since this is not 0, x = 7 is not a zero.",Treating the x-value itself as the function value.,"The correct answer is no because Evaluate f(7) = 7^2 - 3(7) - 10 = 18. Since this is not 0, x = 7 is not a zero.",Ask for all integer zeros from a short candidate list.
college_alg_poly_015,A zero makes the function value equal to 0.,Substitute the proposed x-value into the polynomial.,"Evaluate f(1) = 1^2 - 3(1) - 10 = -12. Since this is not 0, x = 1 is not a zero.",Treating the x-value itself as the function value.,"The correct answer is no because Evaluate f(1) = 1^2 - 3(1) - 10 = -12. Since this is not 0, x = 1 is not a zero.",Ask for all integer zeros from a short candidate list.
college_alg_poly_016,A zero makes the function value equal to 0.,Substitute the proposed x-value into the polynomial.,"Evaluate f(2) = 2^2 - 3(2) - 10 = -12. Since this is not 0, x = 2 is not a zero.",Treating the x-value itself as the function value.,"The correct answer is no because Evaluate f(2) = 2^2 - 3(2) - 10 = -12. Since this is not 0, x = 2 is not a zero.",Ask for all integer zeros from a short candidate list.
college_alg_poly_017,A zero makes the function value equal to 0.,Substitute the proposed x-value into the polynomial.,"Evaluate f(3) = 3^2 - 3(3) - 10 = -10. Since this is not 0, x = 3 is not a zero.",Treating the x-value itself as the function value.,"The correct answer is no because Evaluate f(3) = 3^2 - 3(3) - 10 = -10. Since this is not 0, x = 3 is not a zero.",Ask for all integer zeros from a short candidate list.
college_alg_poly_018,A zero makes the function value equal to 0.,Substitute the proposed x-value into the polynomial.,"Evaluate f(4) = 4^2 - 3(4) - 10 = -6. Since this is not 0, x = 4 is not a zero.",Treating the x-value itself as the function value.,"The correct answer is no because Evaluate f(4) = 4^2 - 3(4) - 10 = -6. Since this is not 0, x = 4 is not a zero.",Ask for all integer zeros from a short candidate list.
college_alg_poly_019,A zero makes the function value equal to 0.,Substitute the proposed x-value into the polynomial.,"Evaluate f(5) = 5^2 - 3(5) - 10 = 0. Since this is 0, x = 5 is a zero.",Treating the x-value itself as the function value.,"The correct answer is yes because Evaluate f(5) = 5^2 - 3(5) - 10 = 0. Since this is 0, x = 5 is a zero.",Ask for all integer zeros from a short candidate list.
