problem_id,hint_1,hint_2,step_by_step,common_mistake,why_correct,variant_idea
eng_math_units_003,Decide whether centimetres are smaller or larger than metres.,Divide by 100 to convert centimetres to metres.,"There are 100 cm in 1 metre, so 150 cm = 150/100 = 1.5 m.",Multiplying by 100 instead of dividing by 100.,"The correct answer is 1.5 because There are 100 cm in 1 metre, so 150 cm = 150/100 = 1.5 m.",Convert millimetres to metres before substituting into a formula.
eng_math_units_004,Decide whether centimetres are smaller or larger than metres.,Divide by 100 to convert centimetres to metres.,"There are 100 cm in 1 metre, so 165 cm = 165/100 = 1.65 m.",Multiplying by 100 instead of dividing by 100.,"The correct answer is 1.65 because There are 100 cm in 1 metre, so 165 cm = 165/100 = 1.65 m.",Convert millimetres to metres before substituting into a formula.
eng_math_units_005,Decide whether centimetres are smaller or larger than metres.,Divide by 100 to convert centimetres to metres.,"There are 100 cm in 1 metre, so 180 cm = 180/100 = 1.8 m.",Multiplying by 100 instead of dividing by 100.,"The correct answer is 1.8 because There are 100 cm in 1 metre, so 180 cm = 180/100 = 1.8 m.",Convert millimetres to metres before substituting into a formula.
eng_math_units_006,Decide whether centimetres are smaller or larger than metres.,Divide by 100 to convert centimetres to metres.,"There are 100 cm in 1 metre, so 195 cm = 195/100 = 1.95 m.",Multiplying by 100 instead of dividing by 100.,"The correct answer is 1.95 because There are 100 cm in 1 metre, so 195 cm = 195/100 = 1.95 m.",Convert millimetres to metres before substituting into a formula.
eng_math_units_007,Decide whether centimetres are smaller or larger than metres.,Divide by 100 to convert centimetres to metres.,"There are 100 cm in 1 metre, so 210 cm = 210/100 = 2.1 m.",Multiplying by 100 instead of dividing by 100.,"The correct answer is 2.1 because There are 100 cm in 1 metre, so 210 cm = 210/100 = 2.1 m.",Convert millimetres to metres before substituting into a formula.
eng_math_units_008,Decide whether centimetres are smaller or larger than metres.,Divide by 100 to convert centimetres to metres.,"There are 100 cm in 1 metre, so 225 cm = 225/100 = 2.25 m.",Multiplying by 100 instead of dividing by 100.,"The correct answer is 2.25 because There are 100 cm in 1 metre, so 225 cm = 225/100 = 2.25 m.",Convert millimetres to metres before substituting into a formula.
eng_math_units_009,Decide whether centimetres are smaller or larger than metres.,Divide by 100 to convert centimetres to metres.,"There are 100 cm in 1 metre, so 240 cm = 240/100 = 2.4 m.",Multiplying by 100 instead of dividing by 100.,"The correct answer is 2.4 because There are 100 cm in 1 metre, so 240 cm = 240/100 = 2.4 m.",Convert millimetres to metres before substituting into a formula.
eng_math_units_010,Decide whether centimetres are smaller or larger than metres.,Divide by 100 to convert centimetres to metres.,"There are 100 cm in 1 metre, so 255 cm = 255/100 = 2.55 m.",Multiplying by 100 instead of dividing by 100.,"The correct answer is 2.55 because There are 100 cm in 1 metre, so 255 cm = 255/100 = 2.55 m.",Convert millimetres to metres before substituting into a formula.
eng_math_units_011,Decide whether centimetres are smaller or larger than metres.,Divide by 100 to convert centimetres to metres.,"There are 100 cm in 1 metre, so 270 cm = 270/100 = 2.7 m.",Multiplying by 100 instead of dividing by 100.,"The correct answer is 2.7 because There are 100 cm in 1 metre, so 270 cm = 270/100 = 2.7 m.",Convert millimetres to metres before substituting into a formula.
eng_math_units_012,Decide whether centimetres are smaller or larger than metres.,Divide by 100 to convert centimetres to metres.,"There are 100 cm in 1 metre, so 285 cm = 285/100 = 2.85 m.",Multiplying by 100 instead of dividing by 100.,"The correct answer is 2.85 because There are 100 cm in 1 metre, so 285 cm = 285/100 = 2.85 m.",Convert millimetres to metres before substituting into a formula.
eng_math_units_013,Decide whether centimetres are smaller or larger than metres.,Divide by 100 to convert centimetres to metres.,"There are 100 cm in 1 metre, so 300 cm = 300/100 = 3 m.",Multiplying by 100 instead of dividing by 100.,"The correct answer is 3 because There are 100 cm in 1 metre, so 300 cm = 300/100 = 3 m.",Convert millimetres to metres before substituting into a formula.
eng_math_units_014,Decide whether centimetres are smaller or larger than metres.,Divide by 100 to convert centimetres to metres.,"There are 100 cm in 1 metre, so 315 cm = 315/100 = 3.15 m.",Multiplying by 100 instead of dividing by 100.,"The correct answer is 3.15 because There are 100 cm in 1 metre, so 315 cm = 315/100 = 3.15 m.",Convert millimetres to metres before substituting into a formula.
eng_math_units_015,Decide whether centimetres are smaller or larger than metres.,Divide by 100 to convert centimetres to metres.,"There are 100 cm in 1 metre, so 330 cm = 330/100 = 3.3 m.",Multiplying by 100 instead of dividing by 100.,"The correct answer is 3.3 because There are 100 cm in 1 metre, so 330 cm = 330/100 = 3.3 m.",Convert millimetres to metres before substituting into a formula.
eng_math_units_016,Decide whether centimetres are smaller or larger than metres.,Divide by 100 to convert centimetres to metres.,"There are 100 cm in 1 metre, so 345 cm = 345/100 = 3.45 m.",Multiplying by 100 instead of dividing by 100.,"The correct answer is 3.45 because There are 100 cm in 1 metre, so 345 cm = 345/100 = 3.45 m.",Convert millimetres to metres before substituting into a formula.
eng_math_units_017,Decide whether centimetres are smaller or larger than metres.,Divide by 100 to convert centimetres to metres.,"There are 100 cm in 1 metre, so 360 cm = 360/100 = 3.6 m.",Multiplying by 100 instead of dividing by 100.,"The correct answer is 3.6 because There are 100 cm in 1 metre, so 360 cm = 360/100 = 3.6 m.",Convert millimetres to metres before substituting into a formula.
eng_math_units_018,Decide whether centimetres are smaller or larger than metres.,Divide by 100 to convert centimetres to metres.,"There are 100 cm in 1 metre, so 375 cm = 375/100 = 3.75 m.",Multiplying by 100 instead of dividing by 100.,"The correct answer is 3.75 because There are 100 cm in 1 metre, so 375 cm = 375/100 = 3.75 m.",Convert millimetres to metres before substituting into a formula.
eng_math_units_019,Decide whether centimetres are smaller or larger than metres.,Divide by 100 to convert centimetres to metres.,"There are 100 cm in 1 metre, so 390 cm = 390/100 = 3.9 m.",Multiplying by 100 instead of dividing by 100.,"The correct answer is 3.9 because There are 100 cm in 1 metre, so 390 cm = 390/100 = 3.9 m.",Convert millimetres to metres before substituting into a formula.
eng_math_units_020,Decide whether centimetres are smaller or larger than metres.,Divide by 100 to convert centimetres to metres.,"There are 100 cm in 1 metre, so 405 cm = 405/100 = 4.05 m.",Multiplying by 100 instead of dividing by 100.,"The correct answer is 4.05 because There are 100 cm in 1 metre, so 405 cm = 405/100 = 4.05 m.",Convert millimetres to metres before substituting into a formula.
eng_math_prefix_001,Identify the multiplier for kilo.,Multiply the kOhm value by 1000.,The prefix kilo means 1000. Therefore 2 kOhm = 2 x 1000 = 2000 ohms.,Treating kilo as 100 or 10 instead of 1000.,The correct answer is 2000 because The prefix kilo means 1000. Therefore 2 kOhm = 2 x 1000 = 2000 ohms.,Use milli or micro and ask for the base unit.
eng_math_prefix_002,Identify the multiplier for kilo.,Multiply the kOhm value by 1000.,The prefix kilo means 1000. Therefore 3.5 kOhm = 3.5 x 1000 = 3500 ohms.,Treating kilo as 100 or 10 instead of 1000.,The correct answer is 3500 because The prefix kilo means 1000. Therefore 3.5 kOhm = 3.5 x 1000 = 3500 ohms.,Use milli or micro and ask for the base unit.
eng_math_prefix_003,Identify the multiplier for kilo.,Multiply the kOhm value by 1000.,The prefix kilo means 1000. Therefore 4 kOhm = 4 x 1000 = 4000 ohms.,Treating kilo as 100 or 10 instead of 1000.,The correct answer is 4000 because The prefix kilo means 1000. Therefore 4 kOhm = 4 x 1000 = 4000 ohms.,Use milli or micro and ask for the base unit.
eng_math_prefix_004,Identify the multiplier for kilo.,Multiply the kOhm value by 1000.,The prefix kilo means 1000. Therefore 5.5 kOhm = 5.5 x 1000 = 5500 ohms.,Treating kilo as 100 or 10 instead of 1000.,The correct answer is 5500 because The prefix kilo means 1000. Therefore 5.5 kOhm = 5.5 x 1000 = 5500 ohms.,Use milli or micro and ask for the base unit.
eng_math_prefix_005,Identify the multiplier for kilo.,Multiply the kOhm value by 1000.,The prefix kilo means 1000. Therefore 6 kOhm = 6 x 1000 = 6000 ohms.,Treating kilo as 100 or 10 instead of 1000.,The correct answer is 6000 because The prefix kilo means 1000. Therefore 6 kOhm = 6 x 1000 = 6000 ohms.,Use milli or micro and ask for the base unit.
eng_math_prefix_006,Identify the multiplier for kilo.,Multiply the kOhm value by 1000.,The prefix kilo means 1000. Therefore 7.5 kOhm = 7.5 x 1000 = 7500 ohms.,Treating kilo as 100 or 10 instead of 1000.,The correct answer is 7500 because The prefix kilo means 1000. Therefore 7.5 kOhm = 7.5 x 1000 = 7500 ohms.,Use milli or micro and ask for the base unit.
eng_math_prefix_007,Identify the multiplier for kilo.,Multiply the kOhm value by 1000.,The prefix kilo means 1000. Therefore 8 kOhm = 8 x 1000 = 8000 ohms.,Treating kilo as 100 or 10 instead of 1000.,The correct answer is 8000 because The prefix kilo means 1000. Therefore 8 kOhm = 8 x 1000 = 8000 ohms.,Use milli or micro and ask for the base unit.
eng_math_prefix_008,Identify the multiplier for kilo.,Multiply the kOhm value by 1000.,The prefix kilo means 1000. Therefore 9.5 kOhm = 9.5 x 1000 = 9500 ohms.,Treating kilo as 100 or 10 instead of 1000.,The correct answer is 9500 because The prefix kilo means 1000. Therefore 9.5 kOhm = 9.5 x 1000 = 9500 ohms.,Use milli or micro and ask for the base unit.
eng_math_prefix_009,Identify the multiplier for kilo.,Multiply the kOhm value by 1000.,The prefix kilo means 1000. Therefore 10 kOhm = 10 x 1000 = 10000 ohms.,Treating kilo as 100 or 10 instead of 1000.,The correct answer is 10000 because The prefix kilo means 1000. Therefore 10 kOhm = 10 x 1000 = 10000 ohms.,Use milli or micro and ask for the base unit.
eng_math_prefix_010,Identify the multiplier for kilo.,Multiply the kOhm value by 1000.,The prefix kilo means 1000. Therefore 2.5 kOhm = 2.5 x 1000 = 2500 ohms.,Treating kilo as 100 or 10 instead of 1000.,The correct answer is 2500 because The prefix kilo means 1000. Therefore 2.5 kOhm = 2.5 x 1000 = 2500 ohms.,Use milli or micro and ask for the base unit.
eng_math_prefix_011,Identify the multiplier for kilo.,Multiply the kOhm value by 1000.,The prefix kilo means 1000. Therefore 3 kOhm = 3 x 1000 = 3000 ohms.,Treating kilo as 100 or 10 instead of 1000.,The correct answer is 3000 because The prefix kilo means 1000. Therefore 3 kOhm = 3 x 1000 = 3000 ohms.,Use milli or micro and ask for the base unit.
eng_math_prefix_012,Identify the multiplier for kilo.,Multiply the kOhm value by 1000.,The prefix kilo means 1000. Therefore 4.5 kOhm = 4.5 x 1000 = 4500 ohms.,Treating kilo as 100 or 10 instead of 1000.,The correct answer is 4500 because The prefix kilo means 1000. Therefore 4.5 kOhm = 4.5 x 1000 = 4500 ohms.,Use milli or micro and ask for the base unit.
eng_math_prefix_013,Identify the multiplier for kilo.,Multiply the kOhm value by 1000.,The prefix kilo means 1000. Therefore 5 kOhm = 5 x 1000 = 5000 ohms.,Treating kilo as 100 or 10 instead of 1000.,The correct answer is 5000 because The prefix kilo means 1000. Therefore 5 kOhm = 5 x 1000 = 5000 ohms.,Use milli or micro and ask for the base unit.
eng_math_prefix_014,Identify the multiplier for kilo.,Multiply the kOhm value by 1000.,The prefix kilo means 1000. Therefore 6.5 kOhm = 6.5 x 1000 = 6500 ohms.,Treating kilo as 100 or 10 instead of 1000.,The correct answer is 6500 because The prefix kilo means 1000. Therefore 6.5 kOhm = 6.5 x 1000 = 6500 ohms.,Use milli or micro and ask for the base unit.
eng_math_prefix_015,Identify the multiplier for kilo.,Multiply the kOhm value by 1000.,The prefix kilo means 1000. Therefore 7 kOhm = 7 x 1000 = 7000 ohms.,Treating kilo as 100 or 10 instead of 1000.,The correct answer is 7000 because The prefix kilo means 1000. Therefore 7 kOhm = 7 x 1000 = 7000 ohms.,Use milli or micro and ask for the base unit.
eng_math_prefix_016,Identify the multiplier for kilo.,Multiply the kOhm value by 1000.,The prefix kilo means 1000. Therefore 8.5 kOhm = 8.5 x 1000 = 8500 ohms.,Treating kilo as 100 or 10 instead of 1000.,The correct answer is 8500 because The prefix kilo means 1000. Therefore 8.5 kOhm = 8.5 x 1000 = 8500 ohms.,Use milli or micro and ask for the base unit.
eng_math_prefix_017,Identify the multiplier for kilo.,Multiply the kOhm value by 1000.,The prefix kilo means 1000. Therefore 9 kOhm = 9 x 1000 = 9000 ohms.,Treating kilo as 100 or 10 instead of 1000.,The correct answer is 9000 because The prefix kilo means 1000. Therefore 9 kOhm = 9 x 1000 = 9000 ohms.,Use milli or micro and ask for the base unit.
eng_math_prefix_018,Identify the multiplier for kilo.,Multiply the kOhm value by 1000.,The prefix kilo means 1000. Therefore 10.5 kOhm = 10.5 x 1000 = 10500 ohms.,Treating kilo as 100 or 10 instead of 1000.,The correct answer is 10500 because The prefix kilo means 1000. Therefore 10.5 kOhm = 10.5 x 1000 = 10500 ohms.,Use milli or micro and ask for the base unit.
eng_math_prefix_019,Identify the multiplier for kilo.,Multiply the kOhm value by 1000.,The prefix kilo means 1000. Therefore 2 kOhm = 2 x 1000 = 2000 ohms.,Treating kilo as 100 or 10 instead of 1000.,The correct answer is 2000 because The prefix kilo means 1000. Therefore 2 kOhm = 2 x 1000 = 2000 ohms.,Use milli or micro and ask for the base unit.
eng_math_prefix_020,Identify the multiplier for kilo.,Multiply the kOhm value by 1000.,The prefix kilo means 1000. Therefore 3.5 kOhm = 3.5 x 1000 = 3500 ohms.,Treating kilo as 100 or 10 instead of 1000.,The correct answer is 3500 because The prefix kilo means 1000. Therefore 3.5 kOhm = 3.5 x 1000 = 3500 ohms.,Use milli or micro and ask for the base unit.
eng_math_sci_001,10 raised to a power tells you how many places to move.,A positive exponent moves the decimal point to the right.,"Multiplying by 10^3 moves the decimal point 3 places to the right, so the value is 2000.",Multiplying the coefficient by the exponent instead of by a power of 10.,"The correct answer is 2000 because Multiplying by 10^3 moves the decimal point 3 places to the right, so the value is 2000.",Convert a small decimal into scientific notation.
eng_math_sci_002,10 raised to a power tells you how many places to move.,A positive exponent moves the decimal point to the right.,"Multiplying by 10^4 moves the decimal point 4 places to the right, so the value is 30000.",Multiplying the coefficient by the exponent instead of by a power of 10.,"The correct answer is 30000 because Multiplying by 10^4 moves the decimal point 4 places to the right, so the value is 30000.",Convert a small decimal into scientific notation.
eng_math_sci_003,10 raised to a power tells you how many places to move.,A positive exponent moves the decimal point to the right.,"Multiplying by 10^5 moves the decimal point 5 places to the right, so the value is 400000.",Multiplying the coefficient by the exponent instead of by a power of 10.,"The correct answer is 400000 because Multiplying by 10^5 moves the decimal point 5 places to the right, so the value is 400000.",Convert a small decimal into scientific notation.
eng_math_sci_004,10 raised to a power tells you how many places to move.,A positive exponent moves the decimal point to the right.,"Multiplying by 10^3 moves the decimal point 3 places to the right, so the value is 5000.",Multiplying the coefficient by the exponent instead of by a power of 10.,"The correct answer is 5000 because Multiplying by 10^3 moves the decimal point 3 places to the right, so the value is 5000.",Convert a small decimal into scientific notation.
eng_math_sci_005,10 raised to a power tells you how many places to move.,A positive exponent moves the decimal point to the right.,"Multiplying by 10^4 moves the decimal point 4 places to the right, so the value is 60000.",Multiplying the coefficient by the exponent instead of by a power of 10.,"The correct answer is 60000 because Multiplying by 10^4 moves the decimal point 4 places to the right, so the value is 60000.",Convert a small decimal into scientific notation.
eng_math_sci_006,10 raised to a power tells you how many places to move.,A positive exponent moves the decimal point to the right.,"Multiplying by 10^5 moves the decimal point 5 places to the right, so the value is 700000.",Multiplying the coefficient by the exponent instead of by a power of 10.,"The correct answer is 700000 because Multiplying by 10^5 moves the decimal point 5 places to the right, so the value is 700000.",Convert a small decimal into scientific notation.
eng_math_sci_007,10 raised to a power tells you how many places to move.,A positive exponent moves the decimal point to the right.,"Multiplying by 10^3 moves the decimal point 3 places to the right, so the value is 8000.",Multiplying the coefficient by the exponent instead of by a power of 10.,"The correct answer is 8000 because Multiplying by 10^3 moves the decimal point 3 places to the right, so the value is 8000.",Convert a small decimal into scientific notation.
eng_math_sci_008,10 raised to a power tells you how many places to move.,A positive exponent moves the decimal point to the right.,"Multiplying by 10^4 moves the decimal point 4 places to the right, so the value is 90000.",Multiplying the coefficient by the exponent instead of by a power of 10.,"The correct answer is 90000 because Multiplying by 10^4 moves the decimal point 4 places to the right, so the value is 90000.",Convert a small decimal into scientific notation.
eng_math_sci_009,10 raised to a power tells you how many places to move.,A positive exponent moves the decimal point to the right.,"Multiplying by 10^5 moves the decimal point 5 places to the right, so the value is 200000.",Multiplying the coefficient by the exponent instead of by a power of 10.,"The correct answer is 200000 because Multiplying by 10^5 moves the decimal point 5 places to the right, so the value is 200000.",Convert a small decimal into scientific notation.
eng_math_sci_010,10 raised to a power tells you how many places to move.,A positive exponent moves the decimal point to the right.,"Multiplying by 10^3 moves the decimal point 3 places to the right, so the value is 3000.",Multiplying the coefficient by the exponent instead of by a power of 10.,"The correct answer is 3000 because Multiplying by 10^3 moves the decimal point 3 places to the right, so the value is 3000.",Convert a small decimal into scientific notation.
eng_math_sci_011,10 raised to a power tells you how many places to move.,A positive exponent moves the decimal point to the right.,"Multiplying by 10^4 moves the decimal point 4 places to the right, so the value is 40000.",Multiplying the coefficient by the exponent instead of by a power of 10.,"The correct answer is 40000 because Multiplying by 10^4 moves the decimal point 4 places to the right, so the value is 40000.",Convert a small decimal into scientific notation.
eng_math_sci_012,10 raised to a power tells you how many places to move.,A positive exponent moves the decimal point to the right.,"Multiplying by 10^5 moves the decimal point 5 places to the right, so the value is 500000.",Multiplying the coefficient by the exponent instead of by a power of 10.,"The correct answer is 500000 because Multiplying by 10^5 moves the decimal point 5 places to the right, so the value is 500000.",Convert a small decimal into scientific notation.
eng_math_sci_013,10 raised to a power tells you how many places to move.,A positive exponent moves the decimal point to the right.,"Multiplying by 10^3 moves the decimal point 3 places to the right, so the value is 6000.",Multiplying the coefficient by the exponent instead of by a power of 10.,"The correct answer is 6000 because Multiplying by 10^3 moves the decimal point 3 places to the right, so the value is 6000.",Convert a small decimal into scientific notation.
eng_math_sci_014,10 raised to a power tells you how many places to move.,A positive exponent moves the decimal point to the right.,"Multiplying by 10^4 moves the decimal point 4 places to the right, so the value is 70000.",Multiplying the coefficient by the exponent instead of by a power of 10.,"The correct answer is 70000 because Multiplying by 10^4 moves the decimal point 4 places to the right, so the value is 70000.",Convert a small decimal into scientific notation.
eng_math_sci_015,10 raised to a power tells you how many places to move.,A positive exponent moves the decimal point to the right.,"Multiplying by 10^5 moves the decimal point 5 places to the right, so the value is 800000.",Multiplying the coefficient by the exponent instead of by a power of 10.,"The correct answer is 800000 because Multiplying by 10^5 moves the decimal point 5 places to the right, so the value is 800000.",Convert a small decimal into scientific notation.
eng_math_sci_016,10 raised to a power tells you how many places to move.,A positive exponent moves the decimal point to the right.,"Multiplying by 10^3 moves the decimal point 3 places to the right, so the value is 9000.",Multiplying the coefficient by the exponent instead of by a power of 10.,"The correct answer is 9000 because Multiplying by 10^3 moves the decimal point 3 places to the right, so the value is 9000.",Convert a small decimal into scientific notation.
eng_math_sci_017,10 raised to a power tells you how many places to move.,A positive exponent moves the decimal point to the right.,"Multiplying by 10^4 moves the decimal point 4 places to the right, so the value is 20000.",Multiplying the coefficient by the exponent instead of by a power of 10.,"The correct answer is 20000 because Multiplying by 10^4 moves the decimal point 4 places to the right, so the value is 20000.",Convert a small decimal into scientific notation.
eng_math_sci_018,10 raised to a power tells you how many places to move.,A positive exponent moves the decimal point to the right.,"Multiplying by 10^5 moves the decimal point 5 places to the right, so the value is 300000.",Multiplying the coefficient by the exponent instead of by a power of 10.,"The correct answer is 300000 because Multiplying by 10^5 moves the decimal point 5 places to the right, so the value is 300000.",Convert a small decimal into scientific notation.
