id,statement,answer,answer_type,choices,difficulty,concepts,skills,patterns,misconceptions,solution,course,theme,chapter,chapter_title,sequence,source_collection,source_file,taxonomy_layer,taxonomy_stage,problem_type,cognitive_tags,estimated_time_seconds,notes,language,curriculum_system,region,display_track,grade_band,content_status
cn_jzs_jr_g9_b3_001,一元二次方程 1x^2-5x+6=0 的判别式 Δ 的值是多少？,1,multiple_choice,A:1|B:49|C:-29|D:-1|E:5,4,alg_quadratics;alg_functions,quadratic_discriminant;formula_application,discriminant;quadratic_roots_structure,discriminant_sign_error;coefficient_confusion,判别式 Δ=b^2-4ac=-$5^2$-$4 \\times 1$×6=1。,CN Junior High Math,二次函数,cn-junior-g9-quadratic-discriminant,九年级：一元二次方程判别式,23200,jianzisheng_cn_junior_grade9_batch3_v0,尖子生高分题库9年级.pdf; block=grade9_b0110; pages=261-262; lesson=18; column=thinking_training,Honors,Algebra Readiness,cn_quadratic_discriminant,formula_selection;symbolic_fluency,130,Grade 9 junior-high pilot item generated from cleaned OCR coverage signals. Original-equivalent project-native content; no full textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,pilot
cn_jzs_jr_g9_b3_012,一个矩形花坛一边靠墙，另外三边用 28 米篱笆围成。若垂直墙的边长为 7 米，则花坛面积是多少平方米？,98,multiple_choice,A:21|B:196|C:105|D:35|E:98,4,alg_quadratics;geo_area;prealg_word_to_equation,quadratic_modeling;area_model,rectangle_fence_model;optimization_readiness,perimeter_area_confusion;missing_wall_constraint,靠墙时篱笆只围三边，另一条平行墙的边长为 14 米。面积=$14 \\times 7$=98。,CN Junior High Math,二次函数,cn-junior-g9-quadratic-modeling,九年级：二次函数应用模型,23211,jianzisheng_cn_junior_grade9_batch3_v0,尖子生高分题库9年级.pdf; block=grade9_b0039; pages=91-94; lesson=9; column=topic_overview,Honors,Algebra Readiness,cn_quadratic_area_model,modeling;operation_selection,130,Grade 9 junior-high pilot item generated from cleaned OCR coverage signals. Original-equivalent project-native content; no full textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,pilot
cn_jzs_jr_g9_b3_013,半径为 6 的圆中，圆心角为 60° 的弧长是多少？,2π,multiple_choice,A:36π|B:6π|C:30|D:2π|E:12π,4,geo_arc_length;geo_circles,arc_length;fraction_of_circumference,sector_fraction;circle_measurement,circumference_full_circle_error;degree_fraction_error,弧长=圆周长×圆心角/360°=2π×$6 \\times 60$/360=2π。,CN Junior High Math,圆,cn-junior-g9-arc-length,九年级：弧长,23212,jianzisheng_cn_junior_grade9_batch3_v0,尖子生高分题库9年级.pdf; block=grade9_b0046; pages=113-115; lesson=9; column=competition_boost,Honors,AMC8 Transfer,cn_circle_arc_length,formula_selection;fraction_reasoning,130,Grade 9 junior-high pilot item generated from cleaned OCR coverage signals. Original-equivalent project-native content; no full textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,pilot
cn_jzs_jr_g9_b3_014,半径为 9 的圆中，圆心角为 120° 的弧长是多少？,6π,multiple_choice,A:9π|B:60|C:6π|D:18π|E:81π,4,geo_arc_length;geo_circles,arc_length;fraction_of_circumference,sector_fraction;circle_measurement,circumference_full_circle_error;degree_fraction_error,弧长=圆周长×圆心角/360°=2π×$9 \\times 120$/360=6π。,CN Junior High Math,圆,cn-junior-g9-arc-length,九年级：弧长,23213,jianzisheng_cn_junior_grade9_batch3_v0,尖子生高分题库9年级.pdf; block=grade9_b0063; pages=151-152; lesson=18; column=competition_boost,Honors,AMC8 Transfer,cn_circle_arc_length,formula_selection;fraction_reasoning,130,Grade 9 junior-high pilot item generated from cleaned OCR coverage signals. Original-equivalent project-native content; no full textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,pilot
cn_jzs_jr_g9_b3_015,半径为 12 的圆中，圆心角为 90° 的弧长是多少？,6π,multiple_choice,A:45|B:6π|C:24π|D:144π|E:12π,4,geo_arc_length;geo_circles,arc_length;fraction_of_circumference,sector_fraction;circle_measurement,circumference_full_circle_error;degree_fraction_error,弧长=圆周长×圆心角/360°=2π×$12 \\times 90$/360=6π。,CN Junior High Math,圆,cn-junior-g9-arc-length,九年级：弧长,23214,jianzisheng_cn_junior_grade9_batch3_v0,尖子生高分题库9年级.pdf; block=grade9_b0065; pages=154-161; lesson=18; column=topic_overview,Honors,AMC8 Transfer,cn_circle_arc_length,formula_selection;fraction_reasoning,130,Grade 9 junior-high pilot item generated from cleaned OCR coverage signals. Original-equivalent project-native content; no full textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,pilot
cn_jzs_jr_g9_b3_016,半径为 8 的圆中，圆心角为 180° 的弧长是多少？,8π,multiple_choice,A:8π|B:16π|C:64π|D:90|E:8π+5,4,geo_arc_length;geo_circles,arc_length;fraction_of_circumference,sector_fraction;circle_measurement,circumference_full_circle_error;degree_fraction_error,弧长=圆周长×圆心角/360°=2π×$8 \\times 180$/360=8π。,CN Junior High Math,圆,cn-junior-g9-arc-length,九年级：弧长,23215,jianzisheng_cn_junior_grade9_batch3_v0,尖子生高分题库9年级.pdf; block=grade9_b0085; pages=212-214; lesson=18; column=competition_boost,Honors,AMC8 Transfer,cn_circle_arc_length,formula_selection;fraction_reasoning,130,Grade 9 junior-high pilot item generated from cleaned OCR coverage signals. Original-equivalent project-native content; no full textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,pilot
cn_jzs_jr_g9_b3_017,半径为 10 的圆中，圆心角为 72° 的弧长是多少？,4π,multiple_choice,A:20π|B:100π|C:10π|D:36|E:4π,4,geo_arc_length;geo_circles,arc_length;fraction_of_circumference,sector_fraction;circle_measurement,circumference_full_circle_error;degree_fraction_error,弧长=圆周长×圆心角/360°=2π×$10 \\times 72$/360=4π。,CN Junior High Math,圆,cn-junior-g9-arc-length,九年级：弧长,23216,jianzisheng_cn_junior_grade9_batch3_v0,尖子生高分题库9年级.pdf; block=grade9_b0102; pages=248-249; lesson=9; column=thinking_training,Honors,AMC8 Transfer,cn_circle_arc_length,formula_selection;fraction_reasoning,130,Grade 9 junior-high pilot item generated from cleaned OCR coverage signals. Original-equivalent project-native content; no full textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,pilot
cn_jzs_jr_g9_b3_018,半径为 15 的圆中，圆心角为 144° 的弧长是多少？,12π,multiple_choice,A:225π|B:15π|C:72|D:12π|E:30π,4,geo_arc_length;geo_circles,arc_length;fraction_of_circumference,sector_fraction;circle_measurement,circumference_full_circle_error;degree_fraction_error,弧长=圆周长×圆心角/360°=2π×$15 \\times 144$/360=12π。,CN Junior High Math,圆,cn-junior-g9-arc-length,九年级：弧长,23217,jianzisheng_cn_junior_grade9_batch3_v0,尖子生高分题库9年级.pdf; block=grade9_b0108; pages=260-260; lesson=16; column=thinking_training,Honors,AMC8 Transfer,cn_circle_arc_length,formula_selection;fraction_reasoning,130,Grade 9 junior-high pilot item generated from cleaned OCR coverage signals. Original-equivalent project-native content; no full textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,pilot
cn_jzs_jr_g9_b3_019,圆的半径为 5，一条弦长为 6。圆心到这条弦的距离是多少？,4,multiple_choice,A:5|B:8|C:4|D:3|E:2,5,geo_circles;geo_pythagorean,chord_distance;pythagorean_theorem,radius_chord_right_triangle;circle_geometry,forget_half_chord;subtract_lengths_error,圆心到弦的垂线平分弦，半弦长为 3。由勾股定理，距离为 √($5^2$-$3^2$)=4。,CN Junior High Math,圆,cn-junior-g9-chord-distance,九年级：垂径定理与弦,23218,jianzisheng_cn_junior_grade9_batch3_v0,尖子生高分题库9年级.pdf; block=grade9_b0109; pages=260-261; lesson=17; column=thinking_training,AMC8,AMC8 Transfer,cn_circle_chord_distance,geometric_reasoning;formula_selection,150,Grade 9 junior-high pilot item generated from cleaned OCR coverage signals. Original-equivalent project-native content; no full textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,pilot
cn_jzs_jr_g9_b3_020,圆的半径为 13，一条弦长为 10。圆心到这条弦的距离是多少？,12,multiple_choice,A:18|B:12|C:5|D:8|E:13,5,geo_circles;geo_pythagorean,chord_distance;pythagorean_theorem,radius_chord_right_triangle;circle_geometry,forget_half_chord;subtract_lengths_error,圆心到弦的垂线平分弦，半弦长为 5。由勾股定理，距离为 √($13^2$-$5^2$)=12。,CN Junior High Math,圆,cn-junior-g9-chord-distance,九年级：垂径定理与弦,23219,jianzisheng_cn_junior_grade9_batch3_v0,尖子生高分题库9年级.pdf; block=grade9_b0019; pages=51-52; lesson=6; column=topic_overview,AMC8,AMC8 Transfer,cn_circle_chord_distance,geometric_reasoning;formula_selection,150,Grade 9 junior-high pilot item generated from cleaned OCR coverage signals. Original-equivalent project-native content; no full textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,pilot
cn_jzs_jr_g9_b3_021,圆的半径为 10，一条弦长为 12。圆心到这条弦的距离是多少？,8,multiple_choice,A:8|B:6|C:4|D:9|E:16,5,geo_circles;geo_pythagorean,chord_distance;pythagorean_theorem,radius_chord_right_triangle;circle_geometry,forget_half_chord;subtract_lengths_error,圆心到弦的垂线平分弦，半弦长为 6。由勾股定理，距离为 √($10^2$-$6^2$)=8。,CN Junior High Math,圆,cn-junior-g9-chord-distance,九年级：垂径定理与弦,23220,jianzisheng_cn_junior_grade9_batch3_v0,尖子生高分题库9年级.pdf; block=grade9_b0068; pages=166-171; lesson=18; column=topic_overview,AMC8,AMC8 Transfer,cn_circle_chord_distance,geometric_reasoning;formula_selection,150,Grade 9 junior-high pilot item generated from cleaned OCR coverage signals. Original-equivalent project-native content; no full textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,pilot
cn_jzs_jr_g9_b3_022,圆的半径为 17，一条弦长为 16。圆心到这条弦的距离是多少？,15,multiple_choice,A:8|B:9|C:16|D:25|E:15,5,geo_circles;geo_pythagorean,chord_distance;pythagorean_theorem,radius_chord_right_triangle;circle_geometry,forget_half_chord;subtract_lengths_error,圆心到弦的垂线平分弦，半弦长为 8。由勾股定理，距离为 √($17^2$-$8^2$)=15。,CN Junior High Math,圆,cn-junior-g9-chord-distance,九年级：垂径定理与弦,23221,jianzisheng_cn_junior_grade9_batch3_v0,尖子生高分题库9年级.pdf; block=grade9_b0100; pages=245-245; lesson=7; column=thinking_training,AMC8,AMC8 Transfer,cn_circle_chord_distance,geometric_reasoning;formula_selection,150,Grade 9 junior-high pilot item generated from cleaned OCR coverage signals. Original-equivalent project-native content; no full textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,pilot
cn_jzs_jr_g9_b3_023,圆的半径为 15，一条弦长为 18。圆心到这条弦的距离是多少？,12,multiple_choice,A:6|B:13|C:24|D:12|E:9,5,geo_circles;geo_pythagorean,chord_distance;pythagorean_theorem,radius_chord_right_triangle;circle_geometry,forget_half_chord;subtract_lengths_error,圆心到弦的垂线平分弦，半弦长为 9。由勾股定理，距离为 √($15^2$-$9^2$)=12。,CN Junior High Math,圆,cn-junior-g9-chord-distance,九年级：垂径定理与弦,23222,jianzisheng_cn_junior_grade9_batch3_v0,尖子生高分题库9年级.pdf; block=grade9_b0024; pages=59-61; lesson=6; column=topic_overview,AMC8,AMC8 Transfer,cn_circle_chord_distance,geometric_reasoning;formula_selection,150,Grade 9 junior-high pilot item generated from cleaned OCR coverage signals. Original-equivalent project-native content; no full textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,pilot
cn_jzs_jr_g9_b3_024,圆的半径为 25，一条弦长为 14。圆心到这条弦的距离是多少？,24,multiple_choice,A:25|B:32|C:24|D:7|E:18,5,geo_circles;geo_pythagorean,chord_distance;pythagorean_theorem,radius_chord_right_triangle;circle_geometry,forget_half_chord;subtract_lengths_error,圆心到弦的垂线平分弦，半弦长为 7。由勾股定理，距离为 √($25^2$-$7^2$)=24。,CN Junior High Math,圆,cn-junior-g9-chord-distance,九年级：垂径定理与弦,23223,jianzisheng_cn_junior_grade9_batch3_v0,尖子生高分题库9年级.pdf; block=grade9_b0054; pages=125-126; lesson=9; column=competition_boost,AMC8,AMC8 Transfer,cn_circle_chord_distance,geometric_reasoning;formula_selection,150,Grade 9 junior-high pilot item generated from cleaned OCR coverage signals. Original-equivalent project-native content; no full textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,pilot
cn_jzs_jr_g9_b3_025,同一时刻，一根 3 米高的竹竿影长 2 米，一棵树影长 6 米。树高是多少米？,9,multiple_choice,A:14|B:9|C:7|D:1|E:11,4,geo_similarity;arith_proportions,similarity_application;proportional_reasoning,shadow_similarity;real_world_ratio,additive_scaling_error;inverse_ratio_error,同一时刻太阳光形成相似三角形，高与影长成比例。树高=$3 \\times 6$÷2=9。,CN Junior High Math,相似三角形,cn-junior-g9-similarity-application,九年级：相似三角形实际应用,23224,jianzisheng_cn_junior_grade9_batch3_v0,尖子生高分题库9年级.pdf; block=grade9_b0096; pages=236-238; lesson=2; column=thinking_training,Honors,AMC8 Transfer,cn_similarity_shadow_application,modeling;multiplicative_reasoning,130,Grade 9 junior-high pilot item generated from cleaned OCR coverage signals. Original-equivalent project-native content; no full textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,pilot
cn_jzs_jr_g9_b3_026,同一时刻，一根 4 米高的竹竿影长 3 米，一棵树影长 12 米。树高是多少米？,16,multiple_choice,A:16|B:13|C:1|D:18|E:21,4,geo_similarity;arith_proportions,similarity_application;proportional_reasoning,shadow_similarity;real_world_ratio,additive_scaling_error;inverse_ratio_error,同一时刻太阳光形成相似三角形，高与影长成比例。树高=$4 \\times 12$÷3=16。,CN Junior High Math,相似三角形,cn-junior-g9-similarity-application,九年级：相似三角形实际应用,23225,jianzisheng_cn_junior_grade9_batch3_v0,尖子生高分题库9年级.pdf; block=grade9_b0107; pages=259-260; lesson=15; column=thinking_training,Honors,AMC8 Transfer,cn_similarity_shadow_application,modeling;multiplicative_reasoning,130,Grade 9 junior-high pilot item generated from cleaned OCR coverage signals. Original-equivalent project-native content; no full textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,pilot
cn_jzs_jr_g9_b3_027,同一时刻，一根 6 米高的竹竿影长 4 米，一棵树影长 10 米。树高是多少米？,15,multiple_choice,A:12|B:16|C:2|D:17|E:15,4,geo_similarity;arith_proportions,similarity_application;proportional_reasoning,shadow_similarity;real_world_ratio,additive_scaling_error;inverse_ratio_error,同一时刻太阳光形成相似三角形，高与影长成比例。树高=$6 \\times 10$÷4=15。,CN Junior High Math,相似三角形,cn-junior-g9-similarity-application,九年级：相似三角形实际应用,23226,jianzisheng_cn_junior_grade9_batch3_v0,尖子生高分题库9年级.pdf; block=grade9_b0035; pages=80-81; lesson=9; column=competition_boost,Honors,AMC8 Transfer,cn_similarity_shadow_application,modeling;multiplicative_reasoning,130,Grade 9 junior-high pilot item generated from cleaned OCR coverage signals. Original-equivalent project-native content; no full textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,pilot
cn_jzs_jr_g9_b3_028,同一时刻，一根 7 米高的竹竿影长 5 米，一棵树影长 20 米。树高是多少米？,28,multiple_choice,A:27|B:2|C:30|D:28|E:22,4,geo_similarity;arith_proportions,similarity_application;proportional_reasoning,shadow_similarity;real_world_ratio,additive_scaling_error;inverse_ratio_error,同一时刻太阳光形成相似三角形，高与影长成比例。树高=$7 \\times 20$÷5=28。,CN Junior High Math,相似三角形,cn-junior-g9-similarity-application,九年级：相似三角形实际应用,23227,jianzisheng_cn_junior_grade9_batch3_v0,尖子生高分题库9年级.pdf; block=grade9_b0042; pages=99-101; lesson=9; column=topic_overview,Honors,AMC8 Transfer,cn_similarity_shadow_application,modeling;multiplicative_reasoning,130,Grade 9 junior-high pilot item generated from cleaned OCR coverage signals. Original-equivalent project-native content; no full textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,pilot
cn_jzs_jr_g9_b3_029,同一时刻，一根 8 米高的竹竿影长 6 米，一棵树影长 18 米。树高是多少米？,24,multiple_choice,A:3|B:29|C:24|D:20|E:26,4,geo_similarity;arith_proportions,similarity_application;proportional_reasoning,shadow_similarity;real_world_ratio,additive_scaling_error;inverse_ratio_error,同一时刻太阳光形成相似三角形，高与影长成比例。树高=$8 \\times 18$÷6=24。,CN Junior High Math,相似三角形,cn-junior-g9-similarity-application,九年级：相似三角形实际应用,23228,jianzisheng_cn_junior_grade9_batch3_v0,尖子生高分题库9年级.pdf; block=grade9_b0073; pages=181-183; lesson=18; column=topic_overview,Honors,AMC8 Transfer,cn_similarity_shadow_application,modeling;multiplicative_reasoning,130,Grade 9 junior-high pilot item generated from cleaned OCR coverage signals. Original-equivalent project-native content; no full textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,pilot
cn_jzs_jr_g9_b3_030,同一时刻，一根 5 米高的竹竿影长 7 米，一棵树影长 21 米。树高是多少米？,15,multiple_choice,A:17|B:15|C:19|D:26|E:2,4,geo_similarity;arith_proportions,similarity_application;proportional_reasoning,shadow_similarity;real_world_ratio,additive_scaling_error;inverse_ratio_error,同一时刻太阳光形成相似三角形，高与影长成比例。树高=$5 \\times 21$÷7=15。,CN Junior High Math,相似三角形,cn-junior-g9-similarity-application,九年级：相似三角形实际应用,23229,jianzisheng_cn_junior_grade9_batch3_v0,尖子生高分题库9年级.pdf; block=grade9_b0106; pages=257-259; lesson=14; column=thinking_training,Honors,AMC8 Transfer,cn_similarity_shadow_application,modeling;multiplicative_reasoning,130,Grade 9 junior-high pilot item generated from cleaned OCR coverage signals. Original-equivalent project-native content; no full textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,pilot
