problem_id,hint_1,hint_2,step_by_step,common_mistake,why_correct,variant_idea
cn_jzs_elem_b5_g2_001,先求总数。,借出以后要从总数里减去。,Step 1: 先求总数。 Step 2: 先求一共有 $37 \\times 8$ = 296 支，再减去借出的 4 支，剩 292 支。 Step 3: 检查答案格式，得到 292。,把盒数和每盒数量直接相加。,答案 292 正确，因为它保持了题目中的数量关系。先求一共有 $37 \\times 8$ = 296 支，再减去借出的 4 支，剩 292 支。,改成又买来若干支，练习先乘后加。
cn_jzs_elem_b5_g2_002,先求总数。,借出以后要从总数里减去。,Step 1: 先求总数。 Step 2: 先求一共有 $38 \\times 4$ = 152 支，再减去借出的 5 支，剩 147 支。 Step 3: 检查答案格式，得到 147。,把盒数和每盒数量直接相加。,答案 147 正确，因为它保持了题目中的数量关系。先求一共有 $38 \\times 4$ = 152 支，再减去借出的 5 支，剩 147 支。,改成又买来若干支，练习先乘后加。
cn_jzs_elem_b5_g2_003,先求总数。,借出以后要从总数里减去。,Step 1: 先求总数。 Step 2: 先求一共有 $39 \\times 5$ = 195 支，再减去借出的 2 支，剩 193 支。 Step 3: 检查答案格式，得到 193。,把盒数和每盒数量直接相加。,答案 193 正确，因为它保持了题目中的数量关系。先求一共有 $39 \\times 5$ = 195 支，再减去借出的 2 支，剩 193 支。,改成又买来若干支，练习先乘后加。
cn_jzs_elem_b5_g2_004,先求总数。,借出以后要从总数里减去。,Step 1: 先求总数。 Step 2: 先求一共有 $40 \\times 6$ = 240 支，再减去借出的 3 支，剩 237 支。 Step 3: 检查答案格式，得到 237。,把盒数和每盒数量直接相加。,答案 237 正确，因为它保持了题目中的数量关系。先求一共有 $40 \\times 6$ = 240 支，再减去借出的 3 支，剩 237 支。,改成又买来若干支，练习先乘后加。
cn_jzs_elem_b5_g2_005,先求总数。,借出以后要从总数里减去。,Step 1: 先求总数。 Step 2: 先求一共有 $41 \\times 7$ = 287 支，再减去借出的 4 支，剩 283 支。 Step 3: 检查答案格式，得到 283。,把盒数和每盒数量直接相加。,答案 283 正确，因为它保持了题目中的数量关系。先求一共有 $41 \\times 7$ = 287 支，再减去借出的 4 支，剩 283 支。,改成又买来若干支，练习先乘后加。
cn_jzs_elem_b5_g2_006,先求总数。,借出以后要从总数里减去。,Step 1: 先求总数。 Step 2: 先求一共有 $42 \\times 8$ = 336 支，再减去借出的 5 支，剩 331 支。 Step 3: 检查答案格式，得到 331。,把盒数和每盒数量直接相加。,答案 331 正确，因为它保持了题目中的数量关系。先求一共有 $42 \\times 8$ = 336 支，再减去借出的 5 支，剩 331 支。,改成又买来若干支，练习先乘后加。
cn_jzs_elem_b5_g2_007,先求总数。,借出以后要从总数里减去。,Step 1: 先求总数。 Step 2: 先求一共有 $43 \\times 4$ = 172 支，再减去借出的 2 支，剩 170 支。 Step 3: 检查答案格式，得到 170。,把盒数和每盒数量直接相加。,答案 170 正确，因为它保持了题目中的数量关系。先求一共有 $43 \\times 4$ = 172 支，再减去借出的 2 支，剩 170 支。,改成又买来若干支，练习先乘后加。
cn_jzs_elem_b5_g2_008,先求总数。,借出以后要从总数里减去。,Step 1: 先求总数。 Step 2: 先求一共有 $44 \\times 5$ = 220 支，再减去借出的 3 支，剩 217 支。 Step 3: 检查答案格式，得到 217。,把盒数和每盒数量直接相加。,答案 217 正确，因为它保持了题目中的数量关系。先求一共有 $44 \\times 5$ = 220 支，再减去借出的 3 支，剩 217 支。,改成又买来若干支，练习先乘后加。
cn_jzs_elem_b5_g2_009,先求总数。,借出以后要从总数里减去。,Step 1: 先求总数。 Step 2: 先求一共有 $45 \\times 6$ = 270 支，再减去借出的 4 支，剩 266 支。 Step 3: 检查答案格式，得到 266。,把盒数和每盒数量直接相加。,答案 266 正确，因为它保持了题目中的数量关系。先求一共有 $45 \\times 6$ = 270 支，再减去借出的 4 支，剩 266 支。,改成又买来若干支，练习先乘后加。
cn_jzs_elem_b5_g2_010,先求总数。,借出以后要从总数里减去。,Step 1: 先求总数。 Step 2: 先求一共有 $46 \\times 7$ = 322 支，再减去借出的 5 支，剩 317 支。 Step 3: 检查答案格式，得到 317。,把盒数和每盒数量直接相加。,答案 317 正确，因为它保持了题目中的数量关系。先求一共有 $46 \\times 7$ = 322 支，再减去借出的 5 支，剩 317 支。,改成又买来若干支，练习先乘后加。
cn_jzs_elem_b5_g3_001,把总数写成 除数 x 商 + 余数。,余数一定小于每组的个数。,"Step 1: 把总数写成 除数 x 商 + 余数。 Step 2: 256 = $6 \\times 42$ + 4，所以可以分成 42 整组，还剩 4 个。 Step 3: 检查答案格式，得到 42,4。",看到有剩余就把商多加 1。,"答案 42,4 正确，因为它保持了题目中的数量关系。256 = $6 \\times 42$ + 4，所以可以分成 42 整组，还剩 4 个。",改成按颜色循环排列，求某个位置的颜色。
cn_jzs_elem_b5_g3_002,把总数写成 除数 x 商 + 余数。,余数一定小于每组的个数。,"Step 1: 把总数写成 除数 x 商 + 余数。 Step 2: 301 = $7 \\times 43$ + 0，所以可以分成 43 整组，还剩 0 个。 Step 3: 检查答案格式，得到 43,0。",看到有剩余就把商多加 1。,"答案 43,0 正确，因为它保持了题目中的数量关系。301 = $7 \\times 43$ + 0，所以可以分成 43 整组，还剩 0 个。",改成按颜色循环排列，求某个位置的颜色。
cn_jzs_elem_b5_g3_003,把总数写成 除数 x 商 + 余数。,余数一定小于每组的个数。,"Step 1: 把总数写成 除数 x 商 + 余数。 Step 2: 176 = $4 \\times 44$ + 0，所以可以分成 44 整组，还剩 0 个。 Step 3: 检查答案格式，得到 44,0。",看到有剩余就把商多加 1。,"答案 44,0 正确，因为它保持了题目中的数量关系。176 = $4 \\times 44$ + 0，所以可以分成 44 整组，还剩 0 个。",改成按颜色循环排列，求某个位置的颜色。
cn_jzs_elem_b5_g3_004,把总数写成 除数 x 商 + 余数。,余数一定小于每组的个数。,"Step 1: 把总数写成 除数 x 商 + 余数。 Step 2: 227 = $5 \\times 45$ + 2，所以可以分成 45 整组，还剩 2 个。 Step 3: 检查答案格式，得到 45,2。",看到有剩余就把商多加 1。,"答案 45,2 正确，因为它保持了题目中的数量关系。227 = $5 \\times 45$ + 2，所以可以分成 45 整组，还剩 2 个。",改成按颜色循环排列，求某个位置的颜色。
cn_jzs_elem_b5_g3_005,把总数写成 除数 x 商 + 余数。,余数一定小于每组的个数。,"Step 1: 把总数写成 除数 x 商 + 余数。 Step 2: 278 = $6 \\times 46$ + 2，所以可以分成 46 整组，还剩 2 个。 Step 3: 检查答案格式，得到 46,2。",看到有剩余就把商多加 1。,"答案 46,2 正确，因为它保持了题目中的数量关系。278 = $6 \\times 46$ + 2，所以可以分成 46 整组，还剩 2 个。",改成按颜色循环排列，求某个位置的颜色。
cn_jzs_elem_b5_g3_006,把总数写成 除数 x 商 + 余数。,余数一定小于每组的个数。,"Step 1: 把总数写成 除数 x 商 + 余数。 Step 2: 333 = $7 \\times 47$ + 4，所以可以分成 47 整组，还剩 4 个。 Step 3: 检查答案格式，得到 47,4。",看到有剩余就把商多加 1。,"答案 47,4 正确，因为它保持了题目中的数量关系。333 = $7 \\times 47$ + 4，所以可以分成 47 整组，还剩 4 个。",改成按颜色循环排列，求某个位置的颜色。
cn_jzs_elem_b5_g3_007,把总数写成 除数 x 商 + 余数。,余数一定小于每组的个数。,"Step 1: 把总数写成 除数 x 商 + 余数。 Step 2: 192 = $4 \\times 48$ + 0，所以可以分成 48 整组，还剩 0 个。 Step 3: 检查答案格式，得到 48,0。",看到有剩余就把商多加 1。,"答案 48,0 正确，因为它保持了题目中的数量关系。192 = $4 \\times 48$ + 0，所以可以分成 48 整组，还剩 0 个。",改成按颜色循环排列，求某个位置的颜色。
cn_jzs_elem_b5_g3_008,把总数写成 除数 x 商 + 余数。,余数一定小于每组的个数。,"Step 1: 把总数写成 除数 x 商 + 余数。 Step 2: 246 = $5 \\times 49$ + 1，所以可以分成 49 整组，还剩 1 个。 Step 3: 检查答案格式，得到 49,1。",看到有剩余就把商多加 1。,"答案 49,1 正确，因为它保持了题目中的数量关系。246 = $5 \\times 49$ + 1，所以可以分成 49 整组，还剩 1 个。",改成按颜色循环排列，求某个位置的颜色。
cn_jzs_elem_b5_g3_009,把总数写成 除数 x 商 + 余数。,余数一定小于每组的个数。,"Step 1: 把总数写成 除数 x 商 + 余数。 Step 2: 300 = $6 \\times 50$ + 0，所以可以分成 50 整组，还剩 0 个。 Step 3: 检查答案格式，得到 50,0。",看到有剩余就把商多加 1。,"答案 50,0 正确，因为它保持了题目中的数量关系。300 = $6 \\times 50$ + 0，所以可以分成 50 整组，还剩 0 个。",改成按颜色循环排列，求某个位置的颜色。
cn_jzs_elem_b5_g3_010,把总数写成 除数 x 商 + 余数。,余数一定小于每组的个数。,"Step 1: 把总数写成 除数 x 商 + 余数。 Step 2: 358 = $7 \\times 51$ + 1，所以可以分成 51 整组，还剩 1 个。 Step 3: 检查答案格式，得到 51,1。",看到有剩余就把商多加 1。,"答案 51,1 正确，因为它保持了题目中的数量关系。358 = $7 \\times 51$ + 1，所以可以分成 51 整组，还剩 1 个。",改成按颜色循环排列，求某个位置的颜色。
cn_jzs_elem_b5_g4_001,判断题目问的是面积还是周长。,长方形面积用长乘宽。,Step 1: 判断题目问的是面积还是周长。 Step 2: 长方形面积 = 长 x 宽 = $43 \\times 8$ = 344 平方厘米。 Step 3: 检查答案格式，得到 344。,把面积公式和周长公式混用。,答案 344 正确，因为它保持了题目中的数量关系。长方形面积 = 长 x 宽 = $43 \\times 8$ = 344 平方厘米。,给出面积和长，反求宽。
cn_jzs_elem_b5_g4_002,判断题目问的是面积还是周长。,长方形面积用长乘宽。,Step 1: 判断题目问的是面积还是周长。 Step 2: 长方形面积 = 长 x 宽 = $44 \\times 4$ = 176 平方厘米。 Step 3: 检查答案格式，得到 176。,把面积公式和周长公式混用。,答案 176 正确，因为它保持了题目中的数量关系。长方形面积 = 长 x 宽 = $44 \\times 4$ = 176 平方厘米。,给出面积和长，反求宽。
cn_jzs_elem_b5_g4_003,判断题目问的是面积还是周长。,长方形面积用长乘宽。,Step 1: 判断题目问的是面积还是周长。 Step 2: 长方形面积 = 长 x 宽 = $45 \\times 5$ = 225 平方厘米。 Step 3: 检查答案格式，得到 225。,把面积公式和周长公式混用。,答案 225 正确，因为它保持了题目中的数量关系。长方形面积 = 长 x 宽 = $45 \\times 5$ = 225 平方厘米。,给出面积和长，反求宽。
cn_jzs_elem_b5_g4_004,判断题目问的是面积还是周长。,长方形面积用长乘宽。,Step 1: 判断题目问的是面积还是周长。 Step 2: 长方形面积 = 长 x 宽 = $46 \\times 6$ = 276 平方厘米。 Step 3: 检查答案格式，得到 276。,把面积公式和周长公式混用。,答案 276 正确，因为它保持了题目中的数量关系。长方形面积 = 长 x 宽 = $46 \\times 6$ = 276 平方厘米。,给出面积和长，反求宽。
cn_jzs_elem_b5_g4_005,判断题目问的是面积还是周长。,长方形面积用长乘宽。,Step 1: 判断题目问的是面积还是周长。 Step 2: 长方形面积 = 长 x 宽 = $47 \\times 7$ = 329 平方厘米。 Step 3: 检查答案格式，得到 329。,把面积公式和周长公式混用。,答案 329 正确，因为它保持了题目中的数量关系。长方形面积 = 长 x 宽 = $47 \\times 7$ = 329 平方厘米。,给出面积和长，反求宽。
cn_jzs_elem_b5_g4_006,判断题目问的是面积还是周长。,长方形面积用长乘宽。,Step 1: 判断题目问的是面积还是周长。 Step 2: 长方形面积 = 长 x 宽 = $48 \\times 8$ = 384 平方厘米。 Step 3: 检查答案格式，得到 384。,把面积公式和周长公式混用。,答案 384 正确，因为它保持了题目中的数量关系。长方形面积 = 长 x 宽 = $48 \\times 8$ = 384 平方厘米。,给出面积和长，反求宽。
cn_jzs_elem_b5_g4_007,判断题目问的是面积还是周长。,长方形面积用长乘宽。,Step 1: 判断题目问的是面积还是周长。 Step 2: 长方形面积 = 长 x 宽 = $49 \\times 4$ = 196 平方厘米。 Step 3: 检查答案格式，得到 196。,把面积公式和周长公式混用。,答案 196 正确，因为它保持了题目中的数量关系。长方形面积 = 长 x 宽 = $49 \\times 4$ = 196 平方厘米。,给出面积和长，反求宽。
cn_jzs_elem_b5_g4_008,判断题目问的是面积还是周长。,长方形面积用长乘宽。,Step 1: 判断题目问的是面积还是周长。 Step 2: 长方形面积 = 长 x 宽 = $50 \\times 5$ = 250 平方厘米。 Step 3: 检查答案格式，得到 250。,把面积公式和周长公式混用。,答案 250 正确，因为它保持了题目中的数量关系。长方形面积 = 长 x 宽 = $50 \\times 5$ = 250 平方厘米。,给出面积和长，反求宽。
cn_jzs_elem_b5_g4_009,判断题目问的是面积还是周长。,长方形面积用长乘宽。,Step 1: 判断题目问的是面积还是周长。 Step 2: 长方形面积 = 长 x 宽 = $51 \\times 6$ = 306 平方厘米。 Step 3: 检查答案格式，得到 306。,把面积公式和周长公式混用。,答案 306 正确，因为它保持了题目中的数量关系。长方形面积 = 长 x 宽 = $51 \\times 6$ = 306 平方厘米。,给出面积和长，反求宽。
cn_jzs_elem_b5_g4_010,判断题目问的是面积还是周长。,长方形面积用长乘宽。,Step 1: 判断题目问的是面积还是周长。 Step 2: 长方形面积 = 长 x 宽 = $52 \\times 7$ = 364 平方厘米。 Step 3: 检查答案格式，得到 364。,把面积公式和周长公式混用。,答案 364 正确，因为它保持了题目中的数量关系。长方形面积 = 长 x 宽 = $52 \\times 7$ = 364 平方厘米。,给出面积和长，反求宽。
cn_jzs_elem_b5_g5_001,两个分数的分母相同。,分子相加后记得约分。,Step 1: 两个分数的分母相同。 Step 2: 同分母分数相加，分母不变，分子相加：$\\frac{3}{12}$ + $\\frac{4}{12}$ = $\\frac{7}{12}$ = $\\frac{7}{12}$。 Step 3: 检查答案格式，得到 7/12。,把分母也相加。,答案 7/12 正确，因为它保持了题目中的数量关系。同分母分数相加，分母不变，分子相加：$\\frac{3}{12}$ + $\\frac{4}{12}$ = $\\frac{7}{12}$ = $\\frac{7}{12}$。,换成异分母分数，需要先通分。
cn_jzs_elem_b5_g5_002,两个分数的分母相同。,分子相加后记得约分。,Step 1: 两个分数的分母相同。 Step 2: 同分母分数相加，分母不变，分子相加：$\\frac{4}{14}$ + $\\frac{4}{14}$ = $\\frac{8}{14}$ = $\\frac{4}{7}$。 Step 3: 检查答案格式，得到 4/7。,把分母也相加。,答案 4/7 正确，因为它保持了题目中的数量关系。同分母分数相加，分母不变，分子相加：$\\frac{4}{14}$ + $\\frac{4}{14}$ = $\\frac{8}{14}$ = $\\frac{4}{7}$。,换成异分母分数，需要先通分。
cn_jzs_elem_b5_g5_003,两个分数的分母相同。,分子相加后记得约分。,Step 1: 两个分数的分母相同。 Step 2: 同分母分数相加，分母不变，分子相加：$\\frac{2}{15}$ + $\\frac{1}{15}$ = $\\frac{3}{15}$ = $\\frac{1}{5}$。 Step 3: 检查答案格式，得到 1/5。,把分母也相加。,答案 1/5 正确，因为它保持了题目中的数量关系。同分母分数相加，分母不变，分子相加：$\\frac{2}{15}$ + $\\frac{1}{15}$ = $\\frac{3}{15}$ = $\\frac{1}{5}$。,换成异分母分数，需要先通分。
cn_jzs_elem_b5_g5_004,两个分数的分母相同。,分子相加后记得约分。,Step 1: 两个分数的分母相同。 Step 2: 同分母分数相加，分母不变，分子相加：$\\frac{3}{16}$ + $\\frac{1}{16}$ = $\\frac{4}{16}$ = $\\frac{1}{4}$。 Step 3: 检查答案格式，得到 1/4。,把分母也相加。,答案 1/4 正确，因为它保持了题目中的数量关系。同分母分数相加，分母不变，分子相加：$\\frac{3}{16}$ + $\\frac{1}{16}$ = $\\frac{4}{16}$ = $\\frac{1}{4}$。,换成异分母分数，需要先通分。
cn_jzs_elem_b5_g5_005,两个分数的分母相同。,分子相加后记得约分。,Step 1: 两个分数的分母相同。 Step 2: 同分母分数相加，分母不变，分子相加：$\\frac{3}{18}$ + $\\frac{4}{18}$ = $\\frac{7}{18}$ = $\\frac{7}{18}$。 Step 3: 检查答案格式，得到 7/18。,把分母也相加。,答案 7/18 正确，因为它保持了题目中的数量关系。同分母分数相加，分母不变，分子相加：$\\frac{3}{18}$ + $\\frac{4}{18}$ = $\\frac{7}{18}$ = $\\frac{7}{18}$。,换成异分母分数，需要先通分。
cn_jzs_elem_b5_g5_006,两个分数的分母相同。,分子相加后记得约分。,Step 1: 两个分数的分母相同。 Step 2: 同分母分数相加，分母不变，分子相加：$\\frac{4}{20}$ + $\\frac{4}{20}$ = $\\frac{8}{20}$ = $\\frac{2}{5}$。 Step 3: 检查答案格式，得到 2/5。,把分母也相加。,答案 2/5 正确，因为它保持了题目中的数量关系。同分母分数相加，分母不变，分子相加：$\\frac{4}{20}$ + $\\frac{4}{20}$ = $\\frac{8}{20}$ = $\\frac{2}{5}$。,换成异分母分数，需要先通分。
cn_jzs_elem_b5_g5_007,两个分数的分母相同。,分子相加后记得约分。,Step 1: 两个分数的分母相同。 Step 2: 同分母分数相加，分母不变，分子相加：$\\frac{6}{21}$ + $\\frac{2}{21}$ = $\\frac{8}{21}$ = $\\frac{8}{21}$。 Step 3: 检查答案格式，得到 8/21。,把分母也相加。,答案 8/21 正确，因为它保持了题目中的数量关系。同分母分数相加，分母不变，分子相加：$\\frac{6}{21}$ + $\\frac{2}{21}$ = $\\frac{8}{21}$ = $\\frac{8}{21}$。,换成异分母分数，需要先通分。
cn_jzs_elem_b5_g5_008,两个分数的分母相同。,分子相加后记得约分。,Step 1: 两个分数的分母相同。 Step 2: 同分母分数相加，分母不变，分子相加：$\\frac{2}{24}$ + $\\frac{7}{24}$ = $\\frac{9}{24}$ = $\\frac{3}{8}$。 Step 3: 检查答案格式，得到 3/8。,把分母也相加。,答案 3/8 正确，因为它保持了题目中的数量关系。同分母分数相加，分母不变，分子相加：$\\frac{2}{24}$ + $\\frac{7}{24}$ = $\\frac{9}{24}$ = $\\frac{3}{8}$。,换成异分母分数，需要先通分。
cn_jzs_elem_b5_g5_009,两个分数的分母相同。,分子相加后记得约分。,Step 1: 两个分数的分母相同。 Step 2: 同分母分数相加，分母不变，分子相加：$\\frac{3}{25}$ + $\\frac{8}{25}$ = $\\frac{11}{25}$ = $\\frac{11}{25}$。 Step 3: 检查答案格式，得到 11/25。,把分母也相加。,答案 11/25 正确，因为它保持了题目中的数量关系。同分母分数相加，分母不变，分子相加：$\\frac{3}{25}$ + $\\frac{8}{25}$ = $\\frac{11}{25}$ = $\\frac{11}{25}$。,换成异分母分数，需要先通分。
cn_jzs_elem_b5_g5_010,两个分数的分母相同。,分子相加后记得约分。,Step 1: 两个分数的分母相同。 Step 2: 同分母分数相加，分母不变，分子相加：$\\frac{8}{27}$ + $\\frac{6}{27}$ = $\\frac{14}{27}$ = $\\frac{14}{27}$。 Step 3: 检查答案格式，得到 14/27。,把分母也相加。,答案 14/27 正确，因为它保持了题目中的数量关系。同分母分数相加，分母不变，分子相加：$\\frac{8}{27}$ + $\\frac{6}{27}$ = $\\frac{14}{27}$ = $\\frac{14}{27}$。,换成异分母分数，需要先通分。
cn_jzs_elem_b5_g6_001,降价后支付的是原价的百分之多少？,用原价乘以剩下的百分比。,Step 1: 降价后支付的是原价的百分之多少？ Step 2: 降价 $30\\%$ 后支付原价的 $70\\%$，售价为 $420 \\times 70\\%$ = 294 元。 Step 3: 检查答案格式，得到 294。,直接用原价减去百分数本身。,答案 294 正确，因为它保持了题目中的数量关系。降价 $30\\%$ 后支付原价的 $70\\%$，售价为 $420 \\times 70\\%$ = 294 元。,把降价改成涨价，比较计算结构。
cn_jzs_elem_b5_g6_002,降价后支付的是原价的百分之多少？,用原价乘以剩下的百分比。,Step 1: 降价后支付的是原价的百分之多少？ Step 2: 降价 $40\\%$ 后支付原价的 $60\\%$，售价为 $430 \\times 60\\%$ = 258 元。 Step 3: 检查答案格式，得到 258。,直接用原价减去百分数本身。,答案 258 正确，因为它保持了题目中的数量关系。降价 $40\\%$ 后支付原价的 $60\\%$，售价为 $430 \\times 60\\%$ = 258 元。,把降价改成涨价，比较计算结构。
cn_jzs_elem_b5_g6_003,降价后支付的是原价的百分之多少？,用原价乘以剩下的百分比。,Step 1: 降价后支付的是原价的百分之多少？ Step 2: 降价 $10\\%$ 后支付原价的 $90\\%$，售价为 $440 \\times 90\\%$ = 396 元。 Step 3: 检查答案格式，得到 396。,直接用原价减去百分数本身。,答案 396 正确，因为它保持了题目中的数量关系。降价 $10\\%$ 后支付原价的 $90\\%$，售价为 $440 \\times 90\\%$ = 396 元。,把降价改成涨价，比较计算结构。
cn_jzs_elem_b5_g6_004,降价后支付的是原价的百分之多少？,用原价乘以剩下的百分比。,Step 1: 降价后支付的是原价的百分之多少？ Step 2: 降价 $15\\%$ 后支付原价的 $85\\%$，售价为 $450 \\times 85\\%$ = 382.5 元。 Step 3: 检查答案格式，得到 382.5。,直接用原价减去百分数本身。,答案 382.5 正确，因为它保持了题目中的数量关系。降价 $15\\%$ 后支付原价的 $85\\%$，售价为 $450 \\times 85\\%$ = 382.5 元。,把降价改成涨价，比较计算结构。
cn_jzs_elem_b5_g6_005,降价后支付的是原价的百分之多少？,用原价乘以剩下的百分比。,Step 1: 降价后支付的是原价的百分之多少？ Step 2: 降价 $20\\%$ 后支付原价的 $80\\%$，售价为 $460 \\times 80\\%$ = 368 元。 Step 3: 检查答案格式，得到 368。,直接用原价减去百分数本身。,答案 368 正确，因为它保持了题目中的数量关系。降价 $20\\%$ 后支付原价的 $80\\%$，售价为 $460 \\times 80\\%$ = 368 元。,把降价改成涨价，比较计算结构。
cn_jzs_elem_b5_g6_006,降价后支付的是原价的百分之多少？,用原价乘以剩下的百分比。,Step 1: 降价后支付的是原价的百分之多少？ Step 2: 降价 $25\\%$ 后支付原价的 $75\\%$，售价为 $470 \\times 75\\%$ = 352.5 元。 Step 3: 检查答案格式，得到 352.5。,直接用原价减去百分数本身。,答案 352.5 正确，因为它保持了题目中的数量关系。降价 $25\\%$ 后支付原价的 $75\\%$，售价为 $470 \\times 75\\%$ = 352.5 元。,把降价改成涨价，比较计算结构。
cn_jzs_elem_b5_g6_007,降价后支付的是原价的百分之多少？,用原价乘以剩下的百分比。,Step 1: 降价后支付的是原价的百分之多少？ Step 2: 降价 $30\\%$ 后支付原价的 $70\\%$，售价为 $480 \\times 70\\%$ = 336 元。 Step 3: 检查答案格式，得到 336。,直接用原价减去百分数本身。,答案 336 正确，因为它保持了题目中的数量关系。降价 $30\\%$ 后支付原价的 $70\\%$，售价为 $480 \\times 70\\%$ = 336 元。,把降价改成涨价，比较计算结构。
cn_jzs_elem_b5_g6_008,降价后支付的是原价的百分之多少？,用原价乘以剩下的百分比。,Step 1: 降价后支付的是原价的百分之多少？ Step 2: 降价 $40\\%$ 后支付原价的 $60\\%$，售价为 $490 \\times 60\\%$ = 294 元。 Step 3: 检查答案格式，得到 294。,直接用原价减去百分数本身。,答案 294 正确，因为它保持了题目中的数量关系。降价 $40\\%$ 后支付原价的 $60\\%$，售价为 $490 \\times 60\\%$ = 294 元。,把降价改成涨价，比较计算结构。
