id,statement,answer,answer_type,choices,difficulty,concepts,skills,patterns,misconceptions,solution,course,theme,chapter,chapter_title,sequence,source_collection,source_file,taxonomy_layer,taxonomy_stage,problem_type,cognitive_tags,estimated_time_seconds,notes
college_alg_real_011,Evaluate 28 - 11 x 2.,6,multiple_choice,A:6|B:34|C:19|D:50|E:17,2,arith_integers;arith_natural_numbers,order_of_operations;integer_arithmetic,operation_order;fluency_precision,operation_order_error;sign_error,Use order of operations: 11 x 2 = 22. Then 28 - 22 = 6.,Algebra 1,Foundations for College Algebra,college-algebra-00-real-numbers-coordinate-plane,Real Numbers and the Coordinate Plane,5010,college_algebra_stitz_zeager,"local-pdf: College Algebra -- Carl Stitz, Jeff Zeager.pdf; College Algebra 1.1 Sets of Real Numbers",Foundation,Bridge,computation,operation_order;fluency_precision,90,Original-equivalent bridge item generated from local textbook coverage signals. No full textbook exercise text is reproduced.
college_alg_real_012,Evaluate 29 - 12 x 3.,-7,multiple_choice,A:51|B:20|C:65|D:5|E:-7,2,arith_integers;arith_natural_numbers,order_of_operations;integer_arithmetic,operation_order;fluency_precision,operation_order_error;sign_error,Use order of operations: 12 x 3 = 36. Then 29 - 36 = -7.,Algebra 1,Foundations for College Algebra,college-algebra-00-real-numbers-coordinate-plane,Real Numbers and the Coordinate Plane,5011,college_algebra_stitz_zeager,"local-pdf: College Algebra -- Carl Stitz, Jeff Zeager.pdf; College Algebra 1.1 Sets of Real Numbers",Foundation,Bridge,computation,operation_order;fluency_precision,90,Original-equivalent bridge item generated from local textbook coverage signals. No full textbook exercise text is reproduced.
college_alg_real_013,Evaluate 30 - 7 x 4.,2,multiple_choice,A:27|B:58|C:9|D:2|E:92,2,arith_integers;arith_natural_numbers,order_of_operations;integer_arithmetic,operation_order;fluency_precision,operation_order_error;sign_error,Use order of operations: 7 x 4 = 28. Then 30 - 28 = 2.,Algebra 1,Foundations for College Algebra,college-algebra-00-real-numbers-coordinate-plane,Real Numbers and the Coordinate Plane,5012,college_algebra_stitz_zeager,"local-pdf: College Algebra -- Carl Stitz, Jeff Zeager.pdf; College Algebra 1.1 Sets of Real Numbers",Foundation,Bridge,computation,operation_order;fluency_precision,90,Original-equivalent bridge item generated from local textbook coverage signals. No full textbook exercise text is reproduced.
college_alg_real_014,Evaluate 31 - 8 x 5.,-9,multiple_choice,A:71|B:-1|C:-9|D:115|E:28,2,arith_integers;arith_natural_numbers,order_of_operations;integer_arithmetic,operation_order;fluency_precision,operation_order_error;sign_error,Use order of operations: 8 x 5 = 40. Then 31 - 40 = -9.,Algebra 1,Foundations for College Algebra,college-algebra-00-real-numbers-coordinate-plane,Real Numbers and the Coordinate Plane,5013,college_algebra_stitz_zeager,"local-pdf: College Algebra -- Carl Stitz, Jeff Zeager.pdf; College Algebra 1.1 Sets of Real Numbers",Foundation,Bridge,computation,operation_order;fluency_precision,90,Original-equivalent bridge item generated from local textbook coverage signals. No full textbook exercise text is reproduced.
college_alg_real_015,Evaluate 32 - 9 x 6.,-22,multiple_choice,A:-13|B:-22|C:138|D:29|E:86,2,arith_integers;arith_natural_numbers,order_of_operations;integer_arithmetic,operation_order;fluency_precision,operation_order_error;sign_error,Use order of operations: 9 x 6 = 54. Then 32 - 54 = -22.,Algebra 1,Foundations for College Algebra,college-algebra-00-real-numbers-coordinate-plane,Real Numbers and the Coordinate Plane,5014,college_algebra_stitz_zeager,"local-pdf: College Algebra -- Carl Stitz, Jeff Zeager.pdf; College Algebra 1.1 Sets of Real Numbers",Foundation,Bridge,computation,operation_order;fluency_precision,90,Original-equivalent bridge item generated from local textbook coverage signals. No full textbook exercise text is reproduced.
college_alg_real_016,Evaluate 33 - 10 x 2.,13,multiple_choice,A:13|B:46|C:25|D:53|E:23,2,arith_integers;arith_natural_numbers,order_of_operations;integer_arithmetic,operation_order;fluency_precision,operation_order_error;sign_error,Use order of operations: 10 x 2 = 20. Then 33 - 20 = 13.,Algebra 1,Foundations for College Algebra,college-algebra-00-real-numbers-coordinate-plane,Real Numbers and the Coordinate Plane,5015,college_algebra_stitz_zeager,"local-pdf: College Algebra -- Carl Stitz, Jeff Zeager.pdf; College Algebra 1.1 Sets of Real Numbers",Foundation,Bridge,computation,operation_order;fluency_precision,90,Original-equivalent bridge item generated from local textbook coverage signals. No full textbook exercise text is reproduced.
college_alg_real_017,Evaluate 34 - 11 x 3.,1,multiple_choice,A:69|B:26|C:67|D:12|E:1,2,arith_integers;arith_natural_numbers,order_of_operations;integer_arithmetic,operation_order;fluency_precision,operation_order_error;sign_error,Use order of operations: 11 x 3 = 33. Then 34 - 33 = 1.,Algebra 1,Foundations for College Algebra,college-algebra-00-real-numbers-coordinate-plane,Real Numbers and the Coordinate Plane,5016,college_algebra_stitz_zeager,"local-pdf: College Algebra -- Carl Stitz, Jeff Zeager.pdf; College Algebra 1.1 Sets of Real Numbers",Foundation,Bridge,computation,operation_order;fluency_precision,90,Original-equivalent bridge item generated from local textbook coverage signals. No full textbook exercise text is reproduced.
college_alg_real_018,Evaluate 35 - 12 x 4.,-13,multiple_choice,A:27|B:83|C:-1|D:-13|E:92,2,arith_integers;arith_natural_numbers,order_of_operations;integer_arithmetic,operation_order;fluency_precision,operation_order_error;sign_error,Use order of operations: 12 x 4 = 48. Then 35 - 48 = -13.,Algebra 1,Foundations for College Algebra,college-algebra-00-real-numbers-coordinate-plane,Real Numbers and the Coordinate Plane,5017,college_algebra_stitz_zeager,"local-pdf: College Algebra -- Carl Stitz, Jeff Zeager.pdf; College Algebra 1.1 Sets of Real Numbers",Foundation,Bridge,computation,operation_order;fluency_precision,90,Original-equivalent bridge item generated from local textbook coverage signals. No full textbook exercise text is reproduced.
college_alg_real_019,Evaluate 36 - 7 x 5.,1,multiple_choice,A:71|B:8|C:1|D:145|E:34,2,arith_integers;arith_natural_numbers,order_of_operations;integer_arithmetic,operation_order;fluency_precision,operation_order_error;sign_error,Use order of operations: 7 x 5 = 35. Then 36 - 35 = 1.,Algebra 1,Foundations for College Algebra,college-algebra-00-real-numbers-coordinate-plane,Real Numbers and the Coordinate Plane,5018,college_algebra_stitz_zeager,"local-pdf: College Algebra -- Carl Stitz, Jeff Zeager.pdf; College Algebra 1.1 Sets of Real Numbers",Foundation,Bridge,computation,operation_order;fluency_precision,90,Original-equivalent bridge item generated from local textbook coverage signals. No full textbook exercise text is reproduced.
college_alg_real_020,Evaluate 37 - 8 x 6.,-11,multiple_choice,A:-3|B:-11|C:174|D:35|E:85,2,arith_integers;arith_natural_numbers,order_of_operations;integer_arithmetic,operation_order;fluency_precision,operation_order_error;sign_error,Use order of operations: 8 x 6 = 48. Then 37 - 48 = -11.,Algebra 1,Foundations for College Algebra,college-algebra-00-real-numbers-coordinate-plane,Real Numbers and the Coordinate Plane,5019,college_algebra_stitz_zeager,"local-pdf: College Algebra -- Carl Stitz, Jeff Zeager.pdf; College Algebra 1.1 Sets of Real Numbers",Foundation,Bridge,computation,operation_order;fluency_precision,90,Original-equivalent bridge item generated from local textbook coverage signals. No full textbook exercise text is reproduced.
college_alg_dist_001,"Find the distance between (1, 2) and (4, 6).",5,multiple_choice,A:5|B:7|C:1|D:12|E:6,3,geo_coordinate_geometry;geo_pythagorean,distance_formula;coordinate_reasoning,right_triangle_model;coordinate_difference,additive_distance_error;coordinate_subtraction_error,The horizontal change is 3 and the vertical change is 4. The distance is sqrt(3^2 + 4^2) = 5.,Algebra 1,Foundations for College Algebra,college-algebra-00-real-numbers-coordinate-plane,Real Numbers and the Coordinate Plane,5070,college_algebra_stitz_zeager,"local-pdf: College Algebra -- Carl Stitz, Jeff Zeager.pdf; College Algebra 1.1.3 Distance in the Plane",Standard,Algebra Readiness,coordinate_geometry,coordinate_reasoning;formula_selection,90,Original-equivalent bridge item generated from local textbook coverage signals. No full textbook exercise text is reproduced.
college_alg_dist_002,"Find the distance between (2, 3) and (7, 15).",13,multiple_choice,A:17|B:7|C:60|D:14|E:13,3,geo_coordinate_geometry;geo_pythagorean,distance_formula;coordinate_reasoning,right_triangle_model;coordinate_difference,additive_distance_error;coordinate_subtraction_error,The horizontal change is 5 and the vertical change is 12. The distance is sqrt(5^2 + 12^2) = 13.,Algebra 1,Foundations for College Algebra,college-algebra-00-real-numbers-coordinate-plane,Real Numbers and the Coordinate Plane,5071,college_algebra_stitz_zeager,"local-pdf: College Algebra -- Carl Stitz, Jeff Zeager.pdf; College Algebra 1.1.3 Distance in the Plane",Standard,Algebra Readiness,coordinate_geometry,coordinate_reasoning;formula_selection,90,Original-equivalent bridge item generated from local textbook coverage signals. No full textbook exercise text is reproduced.
college_alg_dist_003,"Find the distance between (3, 4) and (9, 12).",10,multiple_choice,A:2|B:48|C:11|D:10|E:14,3,geo_coordinate_geometry;geo_pythagorean,distance_formula;coordinate_reasoning,right_triangle_model;coordinate_difference,additive_distance_error;coordinate_subtraction_error,The horizontal change is 6 and the vertical change is 8. The distance is sqrt(6^2 + 8^2) = 10.,Algebra 1,Foundations for College Algebra,college-algebra-00-real-numbers-coordinate-plane,Real Numbers and the Coordinate Plane,5072,college_algebra_stitz_zeager,"local-pdf: College Algebra -- Carl Stitz, Jeff Zeager.pdf; College Algebra 1.1.3 Distance in the Plane",Standard,Algebra Readiness,coordinate_geometry,coordinate_reasoning;formula_selection,90,Original-equivalent bridge item generated from local textbook coverage signals. No full textbook exercise text is reproduced.
college_alg_dist_004,"Find the distance between (4, 5) and (12, 20).",17,multiple_choice,A:120|B:18|C:17|D:23|E:7,3,geo_coordinate_geometry;geo_pythagorean,distance_formula;coordinate_reasoning,right_triangle_model;coordinate_difference,additive_distance_error;coordinate_subtraction_error,The horizontal change is 8 and the vertical change is 15. The distance is sqrt(8^2 + 15^2) = 17.,Algebra 1,Foundations for College Algebra,college-algebra-00-real-numbers-coordinate-plane,Real Numbers and the Coordinate Plane,5073,college_algebra_stitz_zeager,"local-pdf: College Algebra -- Carl Stitz, Jeff Zeager.pdf; College Algebra 1.1.3 Distance in the Plane",Standard,Algebra Readiness,coordinate_geometry,coordinate_reasoning;formula_selection,90,Original-equivalent bridge item generated from local textbook coverage signals. No full textbook exercise text is reproduced.
college_alg_dist_005,"Find the distance between (5, 6) and (8, 10).",5,multiple_choice,A:6|B:5|C:7|D:1|E:12,3,geo_coordinate_geometry;geo_pythagorean,distance_formula;coordinate_reasoning,right_triangle_model;coordinate_difference,additive_distance_error;coordinate_subtraction_error,The horizontal change is 3 and the vertical change is 4. The distance is sqrt(3^2 + 4^2) = 5.,Algebra 1,Foundations for College Algebra,college-algebra-00-real-numbers-coordinate-plane,Real Numbers and the Coordinate Plane,5074,college_algebra_stitz_zeager,"local-pdf: College Algebra -- Carl Stitz, Jeff Zeager.pdf; College Algebra 1.1.3 Distance in the Plane",Standard,Algebra Readiness,coordinate_geometry,coordinate_reasoning;formula_selection,90,Original-equivalent bridge item generated from local textbook coverage signals. No full textbook exercise text is reproduced.
college_alg_dist_006,"Find the distance between (6, 2) and (11, 14).",13,multiple_choice,A:13|B:17|C:7|D:60|E:14,3,geo_coordinate_geometry;geo_pythagorean,distance_formula;coordinate_reasoning,right_triangle_model;coordinate_difference,additive_distance_error;coordinate_subtraction_error,The horizontal change is 5 and the vertical change is 12. The distance is sqrt(5^2 + 12^2) = 13.,Algebra 1,Foundations for College Algebra,college-algebra-00-real-numbers-coordinate-plane,Real Numbers and the Coordinate Plane,5075,college_algebra_stitz_zeager,"local-pdf: College Algebra -- Carl Stitz, Jeff Zeager.pdf; College Algebra 1.1.3 Distance in the Plane",Standard,Algebra Readiness,coordinate_geometry,coordinate_reasoning;formula_selection,90,Original-equivalent bridge item generated from local textbook coverage signals. No full textbook exercise text is reproduced.
college_alg_dist_007,"Find the distance between (7, 3) and (13, 11).",10,multiple_choice,A:14|B:2|C:48|D:11|E:10,3,geo_coordinate_geometry;geo_pythagorean,distance_formula;coordinate_reasoning,right_triangle_model;coordinate_difference,additive_distance_error;coordinate_subtraction_error,The horizontal change is 6 and the vertical change is 8. The distance is sqrt(6^2 + 8^2) = 10.,Algebra 1,Foundations for College Algebra,college-algebra-00-real-numbers-coordinate-plane,Real Numbers and the Coordinate Plane,5076,college_algebra_stitz_zeager,"local-pdf: College Algebra -- Carl Stitz, Jeff Zeager.pdf; College Algebra 1.1.3 Distance in the Plane",Standard,Algebra Readiness,coordinate_geometry,coordinate_reasoning;formula_selection,90,Original-equivalent bridge item generated from local textbook coverage signals. No full textbook exercise text is reproduced.
college_alg_dist_008,"Find the distance between (1, 4) and (9, 19).",17,multiple_choice,A:7|B:120|C:18|D:17|E:23,3,geo_coordinate_geometry;geo_pythagorean,distance_formula;coordinate_reasoning,right_triangle_model;coordinate_difference,additive_distance_error;coordinate_subtraction_error,The horizontal change is 8 and the vertical change is 15. The distance is sqrt(8^2 + 15^2) = 17.,Algebra 1,Foundations for College Algebra,college-algebra-00-real-numbers-coordinate-plane,Real Numbers and the Coordinate Plane,5077,college_algebra_stitz_zeager,"local-pdf: College Algebra -- Carl Stitz, Jeff Zeager.pdf; College Algebra 1.1.3 Distance in the Plane",Standard,Algebra Readiness,coordinate_geometry,coordinate_reasoning;formula_selection,90,Original-equivalent bridge item generated from local textbook coverage signals. No full textbook exercise text is reproduced.
college_alg_dist_009,"Find the distance between (2, 5) and (5, 9).",5,multiple_choice,A:12|B:6|C:5|D:7|E:1,3,geo_coordinate_geometry;geo_pythagorean,distance_formula;coordinate_reasoning,right_triangle_model;coordinate_difference,additive_distance_error;coordinate_subtraction_error,The horizontal change is 3 and the vertical change is 4. The distance is sqrt(3^2 + 4^2) = 5.,Algebra 1,Foundations for College Algebra,college-algebra-00-real-numbers-coordinate-plane,Real Numbers and the Coordinate Plane,5078,college_algebra_stitz_zeager,"local-pdf: College Algebra -- Carl Stitz, Jeff Zeager.pdf; College Algebra 1.1.3 Distance in the Plane",Standard,Algebra Readiness,coordinate_geometry,coordinate_reasoning;formula_selection,90,Original-equivalent bridge item generated from local textbook coverage signals. No full textbook exercise text is reproduced.
college_alg_dist_010,"Find the distance between (3, 6) and (8, 18).",13,multiple_choice,A:14|B:13|C:17|D:7|E:60,3,geo_coordinate_geometry;geo_pythagorean,distance_formula;coordinate_reasoning,right_triangle_model;coordinate_difference,additive_distance_error;coordinate_subtraction_error,The horizontal change is 5 and the vertical change is 12. The distance is sqrt(5^2 + 12^2) = 13.,Algebra 1,Foundations for College Algebra,college-algebra-00-real-numbers-coordinate-plane,Real Numbers and the Coordinate Plane,5079,college_algebra_stitz_zeager,"local-pdf: College Algebra -- Carl Stitz, Jeff Zeager.pdf; College Algebra 1.1.3 Distance in the Plane",Standard,Algebra Readiness,coordinate_geometry,coordinate_reasoning;formula_selection,90,Original-equivalent bridge item generated from local textbook coverage signals. No full textbook exercise text is reproduced.
college_alg_dist_011,"Find the distance between (4, 2) and (10, 10).",10,multiple_choice,A:10|B:14|C:2|D:48|E:11,3,geo_coordinate_geometry;geo_pythagorean,distance_formula;coordinate_reasoning,right_triangle_model;coordinate_difference,additive_distance_error;coordinate_subtraction_error,The horizontal change is 6 and the vertical change is 8. The distance is sqrt(6^2 + 8^2) = 10.,Algebra 1,Foundations for College Algebra,college-algebra-00-real-numbers-coordinate-plane,Real Numbers and the Coordinate Plane,5080,college_algebra_stitz_zeager,"local-pdf: College Algebra -- Carl Stitz, Jeff Zeager.pdf; College Algebra 1.1.3 Distance in the Plane",Standard,Algebra Readiness,coordinate_geometry,coordinate_reasoning;formula_selection,90,Original-equivalent bridge item generated from local textbook coverage signals. No full textbook exercise text is reproduced.
college_alg_dist_012,"Find the distance between (5, 3) and (13, 18).",17,multiple_choice,A:23|B:7|C:120|D:18|E:17,3,geo_coordinate_geometry;geo_pythagorean,distance_formula;coordinate_reasoning,right_triangle_model;coordinate_difference,additive_distance_error;coordinate_subtraction_error,The horizontal change is 8 and the vertical change is 15. The distance is sqrt(8^2 + 15^2) = 17.,Algebra 1,Foundations for College Algebra,college-algebra-00-real-numbers-coordinate-plane,Real Numbers and the Coordinate Plane,5081,college_algebra_stitz_zeager,"local-pdf: College Algebra -- Carl Stitz, Jeff Zeager.pdf; College Algebra 1.1.3 Distance in the Plane",Standard,Algebra Readiness,coordinate_geometry,coordinate_reasoning;formula_selection,90,Original-equivalent bridge item generated from local textbook coverage signals. No full textbook exercise text is reproduced.
college_alg_dist_013,"Find the distance between (6, 4) and (9, 8).",5,multiple_choice,A:1|B:12|C:6|D:5|E:7,3,geo_coordinate_geometry;geo_pythagorean,distance_formula;coordinate_reasoning,right_triangle_model;coordinate_difference,additive_distance_error;coordinate_subtraction_error,The horizontal change is 3 and the vertical change is 4. The distance is sqrt(3^2 + 4^2) = 5.,Algebra 1,Foundations for College Algebra,college-algebra-00-real-numbers-coordinate-plane,Real Numbers and the Coordinate Plane,5082,college_algebra_stitz_zeager,"local-pdf: College Algebra -- Carl Stitz, Jeff Zeager.pdf; College Algebra 1.1.3 Distance in the Plane",Standard,Algebra Readiness,coordinate_geometry,coordinate_reasoning;formula_selection,90,Original-equivalent bridge item generated from local textbook coverage signals. No full textbook exercise text is reproduced.
college_alg_dist_014,"Find the distance between (7, 5) and (12, 17).",13,multiple_choice,A:60|B:14|C:13|D:17|E:7,3,geo_coordinate_geometry;geo_pythagorean,distance_formula;coordinate_reasoning,right_triangle_model;coordinate_difference,additive_distance_error;coordinate_subtraction_error,The horizontal change is 5 and the vertical change is 12. The distance is sqrt(5^2 + 12^2) = 13.,Algebra 1,Foundations for College Algebra,college-algebra-00-real-numbers-coordinate-plane,Real Numbers and the Coordinate Plane,5083,college_algebra_stitz_zeager,"local-pdf: College Algebra -- Carl Stitz, Jeff Zeager.pdf; College Algebra 1.1.3 Distance in the Plane",Standard,Algebra Readiness,coordinate_geometry,coordinate_reasoning;formula_selection,90,Original-equivalent bridge item generated from local textbook coverage signals. No full textbook exercise text is reproduced.
college_alg_dist_015,"Find the distance between (1, 6) and (7, 14).",10,multiple_choice,A:11|B:10|C:14|D:2|E:48,3,geo_coordinate_geometry;geo_pythagorean,distance_formula;coordinate_reasoning,right_triangle_model;coordinate_difference,additive_distance_error;coordinate_subtraction_error,The horizontal change is 6 and the vertical change is 8. The distance is sqrt(6^2 + 8^2) = 10.,Algebra 1,Foundations for College Algebra,college-algebra-00-real-numbers-coordinate-plane,Real Numbers and the Coordinate Plane,5084,college_algebra_stitz_zeager,"local-pdf: College Algebra -- Carl Stitz, Jeff Zeager.pdf; College Algebra 1.1.3 Distance in the Plane",Standard,Algebra Readiness,coordinate_geometry,coordinate_reasoning;formula_selection,90,Original-equivalent bridge item generated from local textbook coverage signals. No full textbook exercise text is reproduced.
college_alg_dist_016,"Find the distance between (2, 2) and (10, 17).",17,multiple_choice,A:17|B:23|C:7|D:120|E:18,3,geo_coordinate_geometry;geo_pythagorean,distance_formula;coordinate_reasoning,right_triangle_model;coordinate_difference,additive_distance_error;coordinate_subtraction_error,The horizontal change is 8 and the vertical change is 15. The distance is sqrt(8^2 + 15^2) = 17.,Algebra 1,Foundations for College Algebra,college-algebra-00-real-numbers-coordinate-plane,Real Numbers and the Coordinate Plane,5085,college_algebra_stitz_zeager,"local-pdf: College Algebra -- Carl Stitz, Jeff Zeager.pdf; College Algebra 1.1.3 Distance in the Plane",Standard,Algebra Readiness,coordinate_geometry,coordinate_reasoning;formula_selection,90,Original-equivalent bridge item generated from local textbook coverage signals. No full textbook exercise text is reproduced.
college_alg_dist_017,"Find the distance between (3, 3) and (6, 7).",5,multiple_choice,A:7|B:1|C:12|D:6|E:5,3,geo_coordinate_geometry;geo_pythagorean,distance_formula;coordinate_reasoning,right_triangle_model;coordinate_difference,additive_distance_error;coordinate_subtraction_error,The horizontal change is 3 and the vertical change is 4. The distance is sqrt(3^2 + 4^2) = 5.,Algebra 1,Foundations for College Algebra,college-algebra-00-real-numbers-coordinate-plane,Real Numbers and the Coordinate Plane,5086,college_algebra_stitz_zeager,"local-pdf: College Algebra -- Carl Stitz, Jeff Zeager.pdf; College Algebra 1.1.3 Distance in the Plane",Standard,Algebra Readiness,coordinate_geometry,coordinate_reasoning;formula_selection,90,Original-equivalent bridge item generated from local textbook coverage signals. No full textbook exercise text is reproduced.
