id,statement,answer,answer_type,choices,difficulty,concepts,skills,patterns,misconceptions,solution,course,theme,chapter,chapter_title,sequence,source_collection,source_file,taxonomy_layer,taxonomy_stage,problem_type,cognitive_tags,estimated_time_seconds,notes,language,curriculum_system,region,display_track,grade_band,content_status
cn_jzs_jr_g8_pilot_001,三角形两边长分别为 5 和 8，第三边长为 x。下面哪个范围正确？,3<x<13,multiple_choice,A:3<x<13|B:x>13|C:x<13|D:3≤x≤13|E:x>3,2,geo_triangles,triangle_inequality;inequality_reasoning,two_sides_bound_third_side;geometric_constraint,endpoint_inclusion_error;one_sided_constraint_error,三角形任意两边之差小于第三边，任意两边之和大于第三边，所以 3<x<13。,CN Junior High Math,三角形基础,cn-junior-g8-triangles,八年级：三角形基础,22000,jianzisheng_cn_junior_grade8_pilot_v0,尖子生高分题库8年级.pdf; block=grade8_b0087; pages=245-249; lesson=4; column=thinking_training,Foundation,Bridge,cn_triangle_inequality,geometric_reasoning;constraint_reasoning,90,Grade 8 junior-high pilot item generated from cleaned OCR coverage signals. Original-equivalent project-native content; no full textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,pilot
cn_jzs_jr_g8_pilot_012,判断三角形全等时，条件“直角三角形斜边和一条直角边对应相等”对应的判定方法是？,HL,multiple_choice,A:AAA|B:SSA|C:AAS|D:SAS|E:HL,3,geo_congruence;geo_triangles,congruence_criterion;condition_matching,geometry_proof_condition;criterion_selection,aaa_congruence_error;ssa_congruence_error,“直角三角形斜边和一条直角边对应相等”对应 HL 判定。注意 AAA 只能说明相似，SSA 一般不能直接判定全等。,CN Junior High Math,三角形全等,cn-junior-g8-congruence,八年级：三角形全等,22011,jianzisheng_cn_junior_grade8_pilot_v0,尖子生高分题库8年级.pdf; block=grade8_b0027; pages=64-66; lesson=unknown; column=thinking_training,Standard,Bridge,cn_congruence_criterion,proof_reasoning;criterion_selection,110,Grade 8 junior-high pilot item generated from cleaned OCR coverage signals. Original-equivalent project-native content; no full textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,pilot
cn_jzs_jr_g8_pilot_013,直角三角形的斜边长为 10，一条直角边长为 6，另一条直角边长是多少？,8,multiple_choice,A:16|B:9|C:10|D:8|E:4,3,geo_pythagorean;geo_triangles,pythagorean_theorem;square_root_fluency,right_triangle_leg_to_hypotenuse;formula_application,add_lengths_error;leg_hypotenuse_confusion,由勾股定理，另一条直角边的平方为 $10^2$-$6^2$=64，所以另一条直角边为 8。,CN Junior High Math,直角三角形,cn-junior-g8-pythagorean,八年级：直角三角形与勾股定理,22012,jianzisheng_cn_junior_grade8_pilot_v0,尖子生高分题库8年级.pdf; block=grade8_b0049; pages=134-136; lesson=13; column=thinking_training,Standard,Bridge,cn_pythagorean_missing_leg,formula_selection;geometric_reasoning,110,Grade 8 junior-high pilot item generated from cleaned OCR coverage signals. Original-equivalent project-native content; no full textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,pilot
cn_jzs_jr_g8_pilot_014,直角三角形的斜边长为 13，一条直角边长为 5，另一条直角边长是多少？,12,multiple_choice,A:13|B:17|C:12|D:8|E:18,3,geo_pythagorean;geo_triangles,pythagorean_theorem;square_root_fluency,right_triangle_leg_to_hypotenuse;formula_application,add_lengths_error;leg_hypotenuse_confusion,由勾股定理，另一条直角边的平方为 $13^2$-$5^2$=144，所以另一条直角边为 12。,CN Junior High Math,直角三角形,cn-junior-g8-pythagorean,八年级：直角三角形与勾股定理,22013,jianzisheng_cn_junior_grade8_pilot_v0,尖子生高分题库8年级.pdf; block=grade8_b0053; pages=142-145; lesson=13; column=thinking_training,Standard,Bridge,cn_pythagorean_missing_leg,formula_selection;geometric_reasoning,110,Grade 8 junior-high pilot item generated from cleaned OCR coverage signals. Original-equivalent project-native content; no full textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,pilot
cn_jzs_jr_g8_pilot_015,直角三角形的斜边长为 15，一条直角边长为 9，另一条直角边长是多少？,12,multiple_choice,A:15|B:12|C:6|D:24|E:13,3,geo_pythagorean;geo_triangles,pythagorean_theorem;square_root_fluency,right_triangle_leg_to_hypotenuse;formula_application,add_lengths_error;leg_hypotenuse_confusion,由勾股定理，另一条直角边的平方为 $15^2$-$9^2$=144，所以另一条直角边为 12。,CN Junior High Math,直角三角形,cn-junior-g8-pythagorean,八年级：直角三角形与勾股定理,22014,jianzisheng_cn_junior_grade8_pilot_v0,尖子生高分题库8年级.pdf; block=grade8_b0058; pages=152-154; lesson=13; column=thinking_training,Standard,Bridge,cn_pythagorean_missing_leg,formula_selection;geometric_reasoning,110,Grade 8 junior-high pilot item generated from cleaned OCR coverage signals. Original-equivalent project-native content; no full textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,pilot
cn_jzs_jr_g8_pilot_016,直角三角形的斜边长为 17，一条直角边长为 8，另一条直角边长是多少？,15,multiple_choice,A:15|B:9|C:25|D:16|E:17,3,geo_pythagorean;geo_triangles,pythagorean_theorem;square_root_fluency,right_triangle_leg_to_hypotenuse;formula_application,add_lengths_error;leg_hypotenuse_confusion,由勾股定理，另一条直角边的平方为 $17^2$-$8^2$=225，所以另一条直角边为 15。,CN Junior High Math,直角三角形,cn-junior-g8-pythagorean,八年级：直角三角形与勾股定理,22015,jianzisheng_cn_junior_grade8_pilot_v0,尖子生高分题库8年级.pdf; block=grade8_b0069; pages=180-183; lesson=13; column=thinking_training,Standard,Bridge,cn_pythagorean_missing_leg,formula_selection;geometric_reasoning,110,Grade 8 junior-high pilot item generated from cleaned OCR coverage signals. Original-equivalent project-native content; no full textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,pilot
cn_jzs_jr_g8_pilot_017,"点 A(-3,2) 向右平移 4 个单位、向上平移 -2 个单位后，得到点 A'。A' 的坐标是多少？","(1,0)",multiple_choice,"A:(-7,0)|B:(1,4)|C:(-5,6)|D:(4,-2)|E:(1,0)",3,geo_coordinate_geometry;alg_graphing,coordinate_translation;signed_number_operations,coordinate_change;horizontal_vertical_shift,coordinate_order_error;sign_direction_error,"向右平移改变横坐标，加 4；向上平移改变纵坐标，加 -2。所以 A'=(1,0)。",CN Junior High Math,平面直角坐标系,cn-junior-g8-coordinate-geometry,八年级：坐标与平移,22016,jianzisheng_cn_junior_grade8_pilot_v0,尖子生高分题库8年级.pdf; block=grade8_b0075; pages=201-203; lesson=13; column=thinking_training,Standard,Algebra Readiness,cn_coordinate_translation,spatial_reasoning;signed_number_fluency,110,Grade 8 junior-high pilot item generated from cleaned OCR coverage signals. Original-equivalent project-native content; no full textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,pilot
cn_jzs_jr_g8_pilot_018,"点 A(-1,3) 向右平移 3 个单位、向上平移 -1 个单位后，得到点 A'。A' 的坐标是多少？","(2,2)",multiple_choice,"A:(2,4)|B:(-2,6)|C:(3,-1)|D:(2,2)|E:(-4,2)",3,geo_coordinate_geometry;alg_graphing,coordinate_translation;signed_number_operations,coordinate_change;horizontal_vertical_shift,coordinate_order_error;sign_direction_error,"向右平移改变横坐标，加 3；向上平移改变纵坐标，加 -1。所以 A'=(2,2)。",CN Junior High Math,平面直角坐标系,cn-junior-g8-coordinate-geometry,八年级：坐标与平移,22017,jianzisheng_cn_junior_grade8_pilot_v0,尖子生高分题库8年级.pdf; block=grade8_b0078; pages=221-222; lesson=13; column=thinking_training,Standard,Algebra Readiness,cn_coordinate_translation,spatial_reasoning;signed_number_fluency,110,Grade 8 junior-high pilot item generated from cleaned OCR coverage signals. Original-equivalent project-native content; no full textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,pilot
cn_jzs_jr_g8_pilot_019,"点 A(1,4) 向右平移 2 个单位、向上平移 0 个单位后，得到点 A'。A' 的坐标是多少？","(3,4)",multiple_choice,"A:(2,0)|B:(3,4+5)|C:(3,4)|D:(-1,4)|E:(1,6)",3,geo_coordinate_geometry;alg_graphing,coordinate_translation;signed_number_operations,coordinate_change;horizontal_vertical_shift,coordinate_order_error;sign_direction_error,"向右平移改变横坐标，加 2；向上平移改变纵坐标，加 0。所以 A'=(3,4)。",CN Junior High Math,平面直角坐标系,cn-junior-g8-coordinate-geometry,八年级：坐标与平移,22018,jianzisheng_cn_junior_grade8_pilot_v0,尖子生高分题库8年级.pdf; block=grade8_b0081; pages=226-228; lesson=24; column=thinking_training,Standard,Algebra Readiness,cn_coordinate_translation,spatial_reasoning;signed_number_fluency,110,Grade 8 junior-high pilot item generated from cleaned OCR coverage signals. Original-equivalent project-native content; no full textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,pilot
cn_jzs_jr_g8_pilot_020,"点 A(3,5) 向右平移 1 个单位、向上平移 1 个单位后，得到点 A'。A' 的坐标是多少？","(4,6)",multiple_choice,"A:(4,6+5)|B:(4,6)|C:(2,6)|D:(4,4)|E:(1,1)",3,geo_coordinate_geometry;alg_graphing,coordinate_translation;signed_number_operations,coordinate_change;horizontal_vertical_shift,coordinate_order_error;sign_direction_error,"向右平移改变横坐标，加 1；向上平移改变纵坐标，加 1。所以 A'=(4,6)。",CN Junior High Math,平面直角坐标系,cn-junior-g8-coordinate-geometry,八年级：坐标与平移,22019,jianzisheng_cn_junior_grade8_pilot_v0,尖子生高分题库8年级.pdf; block=grade8_b0083; pages=235-236; lesson=24; column=thinking_training,Standard,Algebra Readiness,cn_coordinate_translation,spatial_reasoning;signed_number_fluency,110,Grade 8 junior-high pilot item generated from cleaned OCR coverage signals. Original-equivalent project-native content; no full textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,pilot
cn_jzs_jr_g8_pilot_021,一次函数 $y=2$x-3，当 $$x=4$$ 时，y 的值是多少？,5,multiple_choice,A:5|B:3|C:8|D:2|E:10,3,alg_functions;prealg_substitution,function_evaluation;substitution,input_output_mapping;linear_function_evaluation,operation_order_error;variable_meaning_error,把 $$x=4$$ 代入，得到 $y=2$×4-3=5。,CN Junior High Math,一次函数初步,cn-junior-g8-linear-functions,八年级：一次函数初步,22020,jianzisheng_cn_junior_grade8_pilot_v0,尖子生高分题库8年级.pdf; block=grade8_b0064; pages=169-172; lesson=13; column=thinking_training,Standard,Algebra Readiness,cn_linear_function_evaluation,symbol_evaluation;input_output_mapping,110,Grade 8 junior-high pilot item generated from cleaned OCR coverage signals. Original-equivalent project-native content; no full textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,pilot
cn_jzs_jr_g8_pilot_022,一次函数 $y=3$x-2，当 $$x=5$$ 时，y 的值是多少？,13,multiple_choice,A:6|B:15|C:11|D:10|E:13,3,alg_functions;prealg_substitution,function_evaluation;substitution,input_output_mapping;linear_function_evaluation,operation_order_error;variable_meaning_error,把 $$x=5$$ 代入，得到 $y=3$×5-2=13。,CN Junior High Math,一次函数初步,cn-junior-g8-linear-functions,八年级：一次函数初步,22021,jianzisheng_cn_junior_grade8_pilot_v0,尖子生高分题库8年级.pdf; block=grade8_b0035; pages=97-100; lesson=unknown; column=thinking_training,Standard,Algebra Readiness,cn_linear_function_evaluation,symbol_evaluation;input_output_mapping,110,Grade 8 junior-high pilot item generated from cleaned OCR coverage signals. Original-equivalent project-native content; no full textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,pilot
cn_jzs_jr_g8_pilot_023,一次函数 $y=4$x-1，当 $$x=6$$ 时，y 的值是多少？,23,multiple_choice,A:24|B:22|C:19|D:23|E:9,3,alg_functions;prealg_substitution,function_evaluation;substitution,input_output_mapping;linear_function_evaluation,operation_order_error;variable_meaning_error,把 $$x=6$$ 代入，得到 $y=4$×6-1=23。,CN Junior High Math,一次函数初步,cn-junior-g8-linear-functions,八年级：一次函数初步,22022,jianzisheng_cn_junior_grade8_pilot_v0,尖子生高分题库8年级.pdf; block=grade8_b0061; pages=161-163; lesson=13; column=thinking_training,Standard,Algebra Readiness,cn_linear_function_evaluation,symbol_evaluation;input_output_mapping,110,Grade 8 junior-high pilot item generated from cleaned OCR coverage signals. Original-equivalent project-native content; no full textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,pilot
cn_jzs_jr_g8_pilot_024,一次函数 $y=5$x+0，当 $$x=7$$ 时，y 的值是多少？,35,multiple_choice,A:39|B:40|C:35|D:12|E:30,3,alg_functions;prealg_substitution,function_evaluation;substitution,input_output_mapping;linear_function_evaluation,operation_order_error;variable_meaning_error,把 $$x=7$$ 代入，得到 $y=5$×7+0=35。,CN Junior High Math,一次函数初步,cn-junior-g8-linear-functions,八年级：一次函数初步,22023,jianzisheng_cn_junior_grade8_pilot_v0,尖子生高分题库8年级.pdf; block=grade8_b0021; pages=46-48; lesson=unknown; column=thinking_training,Standard,Algebra Readiness,cn_linear_function_evaluation,symbol_evaluation;input_output_mapping,110,Grade 8 junior-high pilot item generated from cleaned OCR coverage signals. Original-equivalent project-native content; no full textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,pilot
