problem_id,hint_1,hint_2,step_by_step,common_mistake,why_correct,variant_idea
cn_jzs_jr_g9_pilot_011,观察常数项和一次项系数，寻找两个数的和与积。,分解后用零乘积性质求根。,Step 1: 观察常数项和一次项系数，寻找两个数的和与积。 Step 2: 该方程可分解为 (x-1)(x-8)=0，所以 $$x=1$$ 或 $$x=8$$。 Step 3: 得到答案 1或8。,分解后把根的符号写反。,答案 1或8 正确。该方程可分解为 (x-1)(x-8)=0，所以 $$x=1$$ 或 $$x=8$$。,给出两个根，反写二次方程。
cn_jzs_jr_g9_pilot_012,观察常数项和一次项系数，寻找两个数的和与积。,分解后用零乘积性质求根。,Step 1: 观察常数项和一次项系数，寻找两个数的和与积。 Step 2: 该方程可分解为 (x--3)(x-5)=0，所以 $$x=-3$$ 或 $$x=5$$。 Step 3: 得到答案 -3或5。,分解后把根的符号写反。,答案 -3或5 正确。该方程可分解为 (x--3)(x-5)=0，所以 $$x=-3$$ 或 $$x=5$$。,给出两个根，反写二次方程。
cn_jzs_jr_g9_pilot_013,圆周角和它所对的弧之间有一半关系。,圆周角等于弧度数除以 2。,Step 1: 圆周角和它所对的弧之间有一半关系。 Step 2: 同弧所对圆周角等于弧度数的一半，所以圆周角为 80°÷2=40°。 Step 3: 得到答案 40。,把圆周角直接等于弧度数。,答案 40 正确。同弧所对圆周角等于弧度数的一半，所以圆周角为 80°÷2=40°。,给出圆周角，反求所对弧的度数。
cn_jzs_jr_g9_pilot_014,圆周角和它所对的弧之间有一半关系。,圆周角等于弧度数除以 2。,Step 1: 圆周角和它所对的弧之间有一半关系。 Step 2: 同弧所对圆周角等于弧度数的一半，所以圆周角为 100°÷2=50°。 Step 3: 得到答案 50。,把圆周角直接等于弧度数。,答案 50 正确。同弧所对圆周角等于弧度数的一半，所以圆周角为 100°÷2=50°。,给出圆周角，反求所对弧的度数。
cn_jzs_jr_g9_pilot_015,圆周角和它所对的弧之间有一半关系。,圆周角等于弧度数除以 2。,Step 1: 圆周角和它所对的弧之间有一半关系。 Step 2: 同弧所对圆周角等于弧度数的一半，所以圆周角为 120°÷2=60°。 Step 3: 得到答案 60。,把圆周角直接等于弧度数。,答案 60 正确。同弧所对圆周角等于弧度数的一半，所以圆周角为 120°÷2=60°。,给出圆周角，反求所对弧的度数。
cn_jzs_jr_g9_pilot_016,圆周角和它所对的弧之间有一半关系。,圆周角等于弧度数除以 2。,Step 1: 圆周角和它所对的弧之间有一半关系。 Step 2: 同弧所对圆周角等于弧度数的一半，所以圆周角为 140°÷2=70°。 Step 3: 得到答案 70。,把圆周角直接等于弧度数。,答案 70 正确。同弧所对圆周角等于弧度数的一半，所以圆周角为 140°÷2=70°。,给出圆周角，反求所对弧的度数。
cn_jzs_jr_g9_pilot_017,圆周角和它所对的弧之间有一半关系。,圆周角等于弧度数除以 2。,Step 1: 圆周角和它所对的弧之间有一半关系。 Step 2: 同弧所对圆周角等于弧度数的一半，所以圆周角为 160°÷2=80°。 Step 3: 得到答案 80。,把圆周角直接等于弧度数。,答案 80 正确。同弧所对圆周角等于弧度数的一半，所以圆周角为 160°÷2=80°。,给出圆周角，反求所对弧的度数。
cn_jzs_jr_g9_pilot_018,圆周角和它所对的弧之间有一半关系。,圆周角等于弧度数除以 2。,Step 1: 圆周角和它所对的弧之间有一半关系。 Step 2: 同弧所对圆周角等于弧度数的一半，所以圆周角为 70°÷2=35°。 Step 3: 得到答案 35。,把圆周角直接等于弧度数。,答案 35 正确。同弧所对圆周角等于弧度数的一半，所以圆周角为 70°÷2=35°。,给出圆周角，反求所对弧的度数。
cn_jzs_jr_g9_pilot_019,圆面积用半径的平方。,公式是 S=πr^2，不是 2πr。,Step 1: 圆面积用半径的平方。 Step 2: 圆面积公式为 S=πr^2。半径 $r=3$，所以面积为 9π。 Step 3: 得到答案 9π。,把周长公式 2πr 当成面积公式。,答案 9π 正确。圆面积公式为 S=πr^2。半径 $r=3$，所以面积为 9π。,给出面积，反求半径。
cn_jzs_jr_g9_pilot_020,圆面积用半径的平方。,公式是 S=πr^2，不是 2πr。,Step 1: 圆面积用半径的平方。 Step 2: 圆面积公式为 S=πr^2。半径 $r=4$，所以面积为 16π。 Step 3: 得到答案 16π。,把周长公式 2πr 当成面积公式。,答案 16π 正确。圆面积公式为 S=πr^2。半径 $r=4$，所以面积为 16π。,给出面积，反求半径。
cn_jzs_jr_g9_pilot_021,圆面积用半径的平方。,公式是 S=πr^2，不是 2πr。,Step 1: 圆面积用半径的平方。 Step 2: 圆面积公式为 S=πr^2。半径 $r=5$，所以面积为 25π。 Step 3: 得到答案 25π。,把周长公式 2πr 当成面积公式。,答案 25π 正确。圆面积公式为 S=πr^2。半径 $r=5$，所以面积为 25π。,给出面积，反求半径。
cn_jzs_jr_g9_pilot_022,圆面积用半径的平方。,公式是 S=πr^2，不是 2πr。,Step 1: 圆面积用半径的平方。 Step 2: 圆面积公式为 S=πr^2。半径 $r=6$，所以面积为 36π。 Step 3: 得到答案 36π。,把周长公式 2πr 当成面积公式。,答案 36π 正确。圆面积公式为 S=πr^2。半径 $r=6$，所以面积为 36π。,给出面积，反求半径。
cn_jzs_jr_g9_pilot_023,圆面积用半径的平方。,公式是 S=πr^2，不是 2πr。,Step 1: 圆面积用半径的平方。 Step 2: 圆面积公式为 S=πr^2。半径 $r=7$，所以面积为 49π。 Step 3: 得到答案 49π。,把周长公式 2πr 当成面积公式。,答案 49π 正确。圆面积公式为 S=πr^2。半径 $r=7$，所以面积为 49π。,给出面积，反求半径。
cn_jzs_jr_g9_pilot_024,圆面积用半径的平方。,公式是 S=πr^2，不是 2πr。,Step 1: 圆面积用半径的平方。 Step 2: 圆面积公式为 S=πr^2。半径 $r=8$，所以面积为 64π。 Step 3: 得到答案 64π。,把周长公式 2πr 当成面积公式。,答案 64π 正确。圆面积公式为 S=πr^2。半径 $r=8$，所以面积为 64π。,给出面积，反求半径。
cn_jzs_jr_g9_pilot_025,概率等于有利结果数除以总结果数。,总数包括红球和蓝球。,Step 1: 概率等于有利结果数除以总结果数。 Step 2: 总球数为 3+5=8，红球有 3 个，所以概率为 3/8，化简得 3/8。 Step 3: 得到答案 3/8。,用红球数除以蓝球数，而不是除以总球数。,答案 3/8 正确。总球数为 3+5=8，红球有 3 个，所以概率为 3/8，化简得 3/8。,改成不放回摸两次，练习乘法原理。
cn_jzs_jr_g9_pilot_026,概率等于有利结果数除以总结果数。,总数包括红球和蓝球。,Step 1: 概率等于有利结果数除以总结果数。 Step 2: 总球数为 4+6=10，红球有 4 个，所以概率为 4/10，化简得 2/5。 Step 3: 得到答案 2/5。,用红球数除以蓝球数，而不是除以总球数。,答案 2/5 正确。总球数为 4+6=10，红球有 4 个，所以概率为 4/10，化简得 2/5。,改成不放回摸两次，练习乘法原理。
cn_jzs_jr_g9_pilot_027,概率等于有利结果数除以总结果数。,总数包括红球和蓝球。,Step 1: 概率等于有利结果数除以总结果数。 Step 2: 总球数为 2+7=9，红球有 2 个，所以概率为 2/9，化简得 2/9。 Step 3: 得到答案 2/9。,用红球数除以蓝球数，而不是除以总球数。,答案 2/9 正确。总球数为 2+7=9，红球有 2 个，所以概率为 2/9，化简得 2/9。,改成不放回摸两次，练习乘法原理。
cn_jzs_jr_g9_pilot_028,概率等于有利结果数除以总结果数。,总数包括红球和蓝球。,Step 1: 概率等于有利结果数除以总结果数。 Step 2: 总球数为 5+5=10，红球有 5 个，所以概率为 5/10，化简得 1/2。 Step 3: 得到答案 1/2。,用红球数除以蓝球数，而不是除以总球数。,答案 1/2 正确。总球数为 5+5=10，红球有 5 个，所以概率为 5/10，化简得 1/2。,改成不放回摸两次，练习乘法原理。
cn_jzs_jr_g9_pilot_029,概率等于有利结果数除以总结果数。,总数包括红球和蓝球。,Step 1: 概率等于有利结果数除以总结果数。 Step 2: 总球数为 6+9=15，红球有 6 个，所以概率为 6/15，化简得 2/5。 Step 3: 得到答案 2/5。,用红球数除以蓝球数，而不是除以总球数。,答案 2/5 正确。总球数为 6+9=15，红球有 6 个，所以概率为 6/15，化简得 2/5。,改成不放回摸两次，练习乘法原理。
cn_jzs_jr_g9_pilot_030,概率等于有利结果数除以总结果数。,总数包括红球和蓝球。,Step 1: 概率等于有利结果数除以总结果数。 Step 2: 总球数为 1+4=5，红球有 1 个，所以概率为 1/5，化简得 1/5。 Step 3: 得到答案 1/5。,用红球数除以蓝球数，而不是除以总球数。,答案 1/5 正确。总球数为 1+4=5，红球有 1 个，所以概率为 1/5，化简得 1/5。,改成不放回摸两次，练习乘法原理。
cn_jzs_jr_g9_pilot_031,先把所有数据相加。,再除以数据个数。,Step 1: 先把所有数据相加。 Step 2: 平均数等于总和除以个数。这组数据总和为 40，共有 5 个数，所以平均数为 8。 Step 3: 得到答案 8。,把中位数当作平均数，或只求总和不除以个数。,答案 8 正确。平均数等于总和除以个数。这组数据总和为 40，共有 5 个数，所以平均数为 8。,给出平均数和部分数据，反求缺失数据。
cn_jzs_jr_g9_pilot_032,先把所有数据相加。,再除以数据个数。,Step 1: 先把所有数据相加。 Step 2: 平均数等于总和除以个数。这组数据总和为 35，共有 5 个数，所以平均数为 7。 Step 3: 得到答案 7。,把中位数当作平均数，或只求总和不除以个数。,答案 7 正确。平均数等于总和除以个数。这组数据总和为 35，共有 5 个数，所以平均数为 7。,给出平均数和部分数据，反求缺失数据。
cn_jzs_jr_g9_pilot_033,先把所有数据相加。,再除以数据个数。,Step 1: 先把所有数据相加。 Step 2: 平均数等于总和除以个数。这组数据总和为 35，共有 5 个数，所以平均数为 7。 Step 3: 得到答案 7。,把中位数当作平均数，或只求总和不除以个数。,答案 7 正确。平均数等于总和除以个数。这组数据总和为 35，共有 5 个数，所以平均数为 7。,给出平均数和部分数据，反求缺失数据。
cn_jzs_jr_g9_pilot_034,先把所有数据相加。,再除以数据个数。,Step 1: 先把所有数据相加。 Step 2: 平均数等于总和除以个数。这组数据总和为 45，共有 5 个数，所以平均数为 9。 Step 3: 得到答案 9。,把中位数当作平均数，或只求总和不除以个数。,答案 9 正确。平均数等于总和除以个数。这组数据总和为 45，共有 5 个数，所以平均数为 9。,给出平均数和部分数据，反求缺失数据。
cn_jzs_jr_g9_pilot_035,先把所有数据相加。,再除以数据个数。,Step 1: 先把所有数据相加。 Step 2: 平均数等于总和除以个数。这组数据总和为 35，共有 5 个数，所以平均数为 7。 Step 3: 得到答案 7。,把中位数当作平均数，或只求总和不除以个数。,答案 7 正确。平均数等于总和除以个数。这组数据总和为 35，共有 5 个数，所以平均数为 7。,给出平均数和部分数据，反求缺失数据。
cn_jzs_jr_g9_pilot_036,先把所有数据相加。,再除以数据个数。,Step 1: 先把所有数据相加。 Step 2: 平均数等于总和除以个数。这组数据总和为 45，共有 5 个数，所以平均数为 9。 Step 3: 得到答案 9。,把中位数当作平均数，或只求总和不除以个数。,答案 9 正确。平均数等于总和除以个数。这组数据总和为 45，共有 5 个数，所以平均数为 9。,给出平均数和部分数据，反求缺失数据。
